depth,snic
0.3785983,0.05738566
0.52705765,0.0
0.81466913,0.0
0.956597,0.0
1.0970975,0.0
1.2951195,0.007099758
1.54853,0.060158905
1.6943455,0.015638387
1.8308922,0.009607854
1.9629273,0.008319446
2.0970871,0.013129553
2.2252123,0.008397141
2.5057805,0.020838311
2.7587097,0.08482045
2.9102361,0.03306817
3.0486355,0.022029854
3.1701415,0.00795896
3.2924542,0.009477577
3.5594115,0.06890971
3.6916997,0.019841984
3.9363055,0.023443019
4.053108,0.007181079
4.161434,0.0
4.2694707,0.0
4.3775835,0.0
4.690998,0.070320055
4.807137,0.009693343
4.923781,0.010392153
5.0374312,0.008304919
5.256079,0.009230976
5.4941745,0.023934191
5.696392,0.02608071
6.506763,1.5034024e-05
6.6484103,0.05452788
6.7761703,0.025466356
6.8771224,0.0016004399
6.976017,0.0
7.365106,0.10208378
7.464366,0.0014276891
7.561703,0.0
7.658693,0.0
8.006681,0.051127166
8.102778,0.0
8.198538,0.0
8.2942505,0.0
8.390826,0.0
8.486667,0.0
8.657413,0.020683337
8.752817,0.0005664434
8.847828,0.0
8.942406,0.0
9.036672,0.0
9.130747,0.0
9.316601,0.0016649131
9.501245,0.0039586704
9.684392,0.06293874
9.797315,0.018093113
10.30938,0.04501221
10.560821,0.057388116
10.835512,0.0
11.149579,0.007099758
11.342243,0.060164943
12.072106,0.07592373
12.950092,0.22625957
13.62022,0.050481185
14.3663025,0.10794521
15.431162,0.050034523
16.198524,0.18369783
17.924639,0.07548075
19.593245,0.19451538
20.44662,0.13615692
21.27147,0.22337116
26.959166,0.59259504
27.966875,0.0
30.885757,0.0
31.173918,0.0
31.500893,0.0
31.843042,0.0
33.490967,0.0
39.373867,0.0
44.27705,0.0
48.06905,0.0
53.905373,0.0
58.106396,0.0
61.446728,0.0
64.78391,0.0
68.43239,0.0
72.333626,0.0
76.48331,0.0
80.76956,0.0
84.174225,0.0
87.57745,0.0
92.44206,0.0
97.63658,0.0
100.36317,0.0
105.86343,0.0
108.72585,0.0
111.67661,0.0
114.627144,0.0
117.71722,0.0
