depth,snic
0.20400722,0.05528349
0.37519383,0.03564353
0.541408,0.03564294
0.66328233,0.051809303
0.8105044,0.08461493
0.94728065,0.076075464
1.0529523,0.04544491
1.1514169,0.039006792
1.2905383,0.0854363
1.4416847,0.09206365
1.5221021,0.049021482
1.6026962,0.049273383
1.7441581,0.08600519
1.884637,0.08562546
2.0964646,0.10194104
2.2718124,0.06997135
2.487272,0.10651966
2.8001258,0.20539524
3.015318,0.1076966
3.3334398,0.19751604
3.561879,0.1203897
3.751087,0.08522352
3.8742616,0.072461806
3.9896855,0.07302797
4.0985856,0.0701496
4.2201204,0.06777513
4.34744,0.07311816
4.6530814,0.21046282
4.8072577,0.11134714
4.9316397,0.08464897
5.0644407,0.08668378
5.2912226,0.124184445
5.4709983,0.08250902
5.6459193,0.07763721
5.7757764,0.08689406
5.9201274,0.100038595
6.1278787,0.108680554
6.6692605,0.33662862
6.903258,0.13271011
7.1221375,0.14015418
7.2399764,0.08139778
7.3469787,0.058134288
7.469655,0.07232339
7.6127896,0.10052415
7.748202,0.093652986
7.963013,0.15404011
8.240333,0.17504413
8.446002,0.13661522
8.656742,0.115408994
8.815652,0.10591619
9.033707,0.15926069
9.3333,0.23811753
9.559344,0.19299725
10.059264,0.0
10.336997,0.0
10.614731,0.0
10.836917,0.0
11.11965,0.0
11.523252,0.0
11.739772,0.0
12.451658,0.0
12.815599,0.0
13.231421,0.0
13.703901,0.0
14.2379265,0.0
14.529657,0.0
14.838608,0.0
15.165556,0.0
15.511278,0.0
15.87633,0.0
16.261492,0.0
16.667425,0.0
17.094913,0.0
17.54473,0.0
18.017542,0.0
18.51424,0.0
19.03549,0.0
19.58229,0.0
20.15531,0.0
20.755325,0.0
21.383224,0.0
22.039896,0.0
22.72623,0.0
23.443115,0.0
25.50606,0.0
27.569002,0.0
30.946674,0.0
33.512028,0.0
35.669376,0.0
38.11076,0.0
40.730675,0.0
43.539555,0.0
46.54763,0.0
49.765335,0.0
53.203007,0.0
56.87097,0.0
58.825325,0.0
60.77968,0.0
62.859512,0.0
64.93935,0.0
