depth,density_bulk
0.1587619,315.88324
0.31534255,319.27646
0.469998,323.38916
0.6225364,327.8018
0.7726408,333.08493
0.92049223,338.1423
1.0691078,343.91565
1.2123475,349.2976
1.3533643,354.57947
1.4920763,360.45407
1.6287916,365.9682
1.7635367,371.05093
1.8964859,376.02878
2.0278695,380.5421
2.1579118,385.12967
2.286308,389.54883
2.5237205,396.3716
2.648292,401.51437
2.7717953,405.3765
2.8940341,409.082
3.0152223,412.577
3.1353836,416.07108
3.254617,419.34546
3.372958,422.46472
3.4904757,425.4865
3.6073549,428.31888
3.7233527,431.1386
3.8385804,433.88068
3.9532185,436.5083
4.067068,439.147
4.180327,441.702
4.292975,444.16946
8.8435335,485.3527
8.939974,518.4859
9.0364065,519.6306
9.13243,520.7644
9.228247,521.8884
9.32389,522.98895
9.4192915,524.0779
9.514677,525.14923
9.609848,526.1961
9.704665,527.2483
9.799292,528.30865
9.893731,529.35114
9.987989,530.3767
10.082066,531.3947
10.175965,532.3969
10.26969,533.3951
10.363241,534.37915
10.456623,535.35187
10.549834,536.3267
10.6428795,537.2916
10.735759,538.2428
10.828476,539.1868
10.921034,540.11597
11.013433,541.0428
11.105677,541.9617
11.197749,542.9579
11.289662,543.90576
11.381424,544.80646
11.473035,545.69904
11.655814,547.01807
11.746987,548.32294
11.8380165,549.1811
11.928906,550.03143
12.019657,550.86816
12.114121,551.7153
12.219515,552.6068
12.336623,553.56476
12.609125,555.38635
12.766173,557.3076
12.9382305,558.6878
15.299963,570.6937
16.070738,577.87115
16.938498,588.26276
17.91167,597.61035
19.00217,604.31287
20.213778,613.2448
22.279894,622.95605
24.673273,633.3579
26.444397,649.45667
27.374756,666.3979
28.362652,659.2221
29.384071,669.19354
30.465523,662.8716
31.59025,667.9533
33.952827,681.4971
35.21163,684.01355
43.64987,713.7358
46.908875,721.1358
53.728294,768.0826
59.37998,787.6671
63.445854,797.398
67.646286,827.8387
74.38526,843.7854
81.70508,859.4411
86.97857,863.2434
92.60218,863.2638
98.59147,863.28326
101.7281,863.29663
