depth,T_ice
0.16327892,-16.166992
0.32040128,-15.159332
0.4757401,-14.718262
0.6278423,-14.262573
0.77775955,-14.102631
0.9266364,-14.230438
1.0728668,-14.555786
1.216977,-15.002472
1.3588138,-15.521179
1.4987477,-16.07965
1.6365921,-16.654724
1.7722592,-17.22873
2.004171,-17.964264
2.1343243,-18.676727
2.262611,-19.182648
2.3896909,-19.668228
2.5157857,-20.134155
2.6402013,-20.578293
2.7633896,-20.99936
2.885571,-21.398544
3.0241265,-21.800781
3.143891,-22.177475
3.262843,-22.508545
3.4899628,-22.95366
3.6060169,-23.351181
3.7212842,-23.60382
3.911033,-23.91304
4.024233,-24.189362
4.2017198,-24.435501
4.540265,-24.822464
4.741475,-25.144196
4.8506713,-25.301788
4.9586883,-25.402542
5.0661654,-25.493713
5.1757646,-25.575516
5.282681,-25.648987
5.390651,-25.71582
5.496135,-25.775223
5.6011477,-25.827408
5.7060823,-25.87352
5.8103247,-25.91388
5.9145637,-25.948914
6.0179873,-25.978943
6.1209974,-26.004303
6.2236257,-26.02539
6.32588,-26.042511
6.5060854,-26.060242
7.2085495,-26.091461
7.321695,-26.056122
7.420414,-26.045197
7.5188913,-26.033539
7.708517,-26.014862
7.8061414,-25.992966
7.903591,-25.97699
8.064591,-25.95485
8.78181,-25.874802
8.877244,-25.786499
8.972017,-25.765945
9.06656,-25.74533
9.201161,-25.720688
10.188819,-25.600082
10.351033,-25.480148
13.623783,-25.151138
13.708235,-24.94011
14.049343,-24.915558
14.135362,-24.891602
14.563489,-24.862839
14.648812,-24.835297
15.156845,-24.804993
15.768368,-24.749924
15.924501,-24.71347
16.909136,-24.661163
17.984255,-24.572067
18.988527,-24.486862
20.1867,-24.40068
20.632624,-24.339264
21.092937,-24.306961
21.577185,-24.274841
22.075111,-24.243103
22.620167,-24.209793
23.174637,-24.17569
23.77518,-24.14119
24.398346,-24.10556
24.996017,-24.074615
25.672,-24.044296
26.390636,-24.010437
27.135014,-23.977158
27.918121,-23.94516
28.717434,-23.91539
29.510391,-23.89029
30.389063,-23.866653
31.302422,-23.843704
32.253044,-23.823898
33.21385,-23.808304
34.217323,-23.796936
43.41619,-23.762787
51.728046,-24.054337
67.04856,-24.800644
75.05812,-26.037857
79.3959,-26.71733
