depth,snic
0.057817075,0.0034639183
0.11577543,0.0034723824
0.1761785,0.0
0.23658156,0.0
0.2969846,0.0
0.3573877,0.0
0.41779074,0.0
0.47819382,0.0
0.53859687,0.0
0.5989999,0.0
0.659403,0.0
0.7198061,0.0
0.7802091,0.0
0.8406122,0.0
0.9312168,0.0
1.0218214,0.0
1.112426,0.0
1.2030306,0.0
1.2634337,0.0
1.3238367,0.0
1.3842398,0.0
1.4446428,0.0
1.505876,0.0
1.5977256,0.0
1.6895753,0.0
1.7508085,0.0
1.8120415,0.0
1.8732747,0.0
1.9345077,0.0
1.9957409,0.0
2.056974,0.0
2.1182072,0.0
2.1794403,0.0
2.2406733,0.0
2.3019066,0.0
2.3631396,0.0
2.4243727,0.0
2.485606,0.0
2.546839,0.0
2.608072,0.0
2.669305,0.0
2.7305384,0.0
2.7917714,0.0
2.8530045,0.0
2.9142377,0.0
2.9754708,0.0
3.0367038,0.0
3.097937,0.0
3.1591702,0.0
3.2204032,0.0
3.2816365,0.0
3.3428695,0.0
3.4041026,0.0
3.4677174,0.0
3.531332,0.0
3.5949469,0.0
3.6585615,0.0
3.7539837,0.0
3.8494058,0.0
3.9448278,0.0
4.04025,0.0
4.135672,0.0
4.2310944,0.0
4.326516,0.0
4.4219384,0.0
4.5491676,0.0
4.6763973,0.0
4.8036265,0.0
4.930856,0.0
5.058086,0.0
5.185315,0.0
5.439774,0.0
5.694233,0.0
5.948692,0.0
6.2031507,0.0
6.4576097,0.0
6.7120686,0.0
6.966528,0.0
7.4754457,0.0
7.8226123,0.3125
8.169779,0.3125
8.864112,0.625
9.558445,0.625
10.252777,0.625
10.94711,0.625
11.641443,0.625
13.030109,1.25
14.418776,1.25
15.807442,1.25
17.196108,1.25
18.584774,1.25
19.97344,1.25
21.362104,1.25
24.139437,2.5
26.916769,2.5
29.694101,2.5
32.47143,2.5
35.248764,2.5
38.026096,2.5
40.80343,2.5
