depth,density_bulk
0.1588471,315.08542
0.316283,317.68796
0.47141528,322.32706
0.62462133,326.5738
0.7762373,329.9249
0.9271532,332.71118
1.0767895,335.485
1.2243829,338.80975
1.3701124,343.11533
1.5139928,347.52255
1.6563724,351.40088
1.7973984,354.9754
1.9367083,359.13626
2.0741167,363.84738
2.2099512,368.14856
2.3443885,371.87582
2.4776564,375.24573
2.609707,378.60342
2.7404974,382.33096
2.8700275,386.01505
2.9984357,389.34113
3.1698022,396.0861
3.2955458,397.61194
3.4202547,400.95883
3.5440059,404.0078
3.6670346,407.0612
3.7889452,410.2062
3.909954,413.1905
4.0304947,415.94644
4.1500025,418.5455
4.268894,421.05994
4.3869033,423.69766
4.5041685,426.34854
4.6208515,428.83395
4.73682,431.17468
15.224666,505.00436
15.314286,557.90045
15.404093,558.6027
15.493515,559.298
15.582809,559.9854
15.671983,560.6672
15.761222,561.34717
15.850322,562.0303
15.939225,562.7121
16.028545,563.3893
16.117243,564.06085
16.205841,564.7308
16.294302,565.4017
16.382868,566.06824
16.47119,566.72876
16.559414,567.3858
16.6475,568.0453
16.735418,568.70215
16.82347,569.3534
16.91119,570.0015
16.9988,570.6488
17.086334,571.29376
17.173811,571.93365
17.261137,572.5686
17.348356,573.2
17.43557,573.83466
17.522615,574.4689
17.610203,575.1005
17.697273,575.72906
17.783958,576.699
17.870434,578.1056
17.956646,579.87665
18.213804,583.2027
18.384367,586.2026
18.726442,584.5719
18.81027,596.3736
19.14857,591.0971
19.233812,586.4636
19.658415,588.6913
19.743088,590.40594
20.248415,602.48456
20.856544,597.30884
21.01195,601.558
21.766165,606.2279
21.992895,605.4701
23.065235,611.9277
25.264627,619.07153
25.710285,623.9217
26.65468,641.04834
27.152622,659.8113
27.69781,635.8265
28.252417,658.7376
28.853304,640.28314
29.47685,649.24615
30.074623,711.86237
33.000282,657.62634
33.80037,674.9444
34.59368,712.34204
37.340153,675.0125
48.520794,714.5133
56.840134,765.7433
64.92569,795.84686
72.16864,826.9885
80.18104,851.0571
84.52008,862.79333
