depth,density_bulk
0.15798624,316.76355
0.31390262,321.03268
0.46759054,325.3952
0.62056494,330.12277
0.7693305,336.07205
0.915755,341.64804
1.0604603,346.46753
1.202793,351.9937
1.3426309,357.74432
1.4806405,362.6954
1.6168793,367.02365
1.7519544,371.56845
1.8847024,376.64877
2.015828,381.38803
2.3954523,390.18408
2.521244,397.96686
2.7690551,403.8773
2.8921907,409.2819
3.1333096,414.85922
3.252449,419.95953
3.3705943,423.34103
3.48785,426.61304
3.604229,429.61523
3.9106956,436.30612
4.0242944,440.09766
4.1373353,442.695
4.2496605,445.27338
4.361373,447.7357
4.472754,450.07263
10.341689,500.51495
10.4341955,540.765
10.526648,541.7995
10.619037,542.82074
10.801263,544.346
10.892937,545.84546
10.984448,546.8472
11.0757885,547.84186
11.16688,548.8178
11.365667,551.5749
11.456435,551.8957
11.546973,552.8369
11.637314,553.7734
11.727467,554.70435
11.817506,555.6235
11.907527,556.5342
11.997121,557.98267
12.086378,560.08826
12.1752205,562.7049
12.263428,566.7567
12.351521,567.4919
12.439501,568.2193
12.614401,571.66284
12.702389,568.1662
12.790263,568.9063
12.878023,569.6395
12.9656725,570.3661
13.051104,585.1731
13.3969755,578.1552
13.484417,571.7206
13.919334,574.7294
14.005977,576.9938
14.519671,592.6699
15.139579,585.9612
15.297672,591.3251
16.06344,597.08203
16.293745,596.07446
17.380377,603.8788
18.394783,609.6186
19.604576,614.30383
20.05468,617.76013
20.517939,635.1789
21.005116,638.6808
21.505035,657.2
22.054235,631.17944
22.611115,656.05115
23.215952,636.1036
23.84275,645.87616
24.441174,711.0886
25.120272,658.26746
25.843147,648.97046
26.591183,657.8841
27.378525,655.0102
28.180729,673.16254
28.974861,711.6053
29.857193,669.822
31.72836,674.92554
32.69134,699.27637
33.697266,697.65485
34.732414,702.10565
35.730534,754.4976
39.322273,714.6506
42.912945,714.8628
47.07271,765.7259
51.23203,765.8077
55.274307,795.9453
59.3165,795.9625
62.937595,827.0756
66.55877,827.0568
74.57037,851.1413
78.90908,862.86005
