depth,snowc
0.18467224,0.035885468
0.34876627,0.050025836
0.4954136,0.050117664
0.63782156,0.050133258
0.7801024,0.05016321
0.9291539,0.05003651
1.0801274,0.05220824
1.3444903,0.073729746
1.50801,0.05022959
1.6400827,0.05014933
1.7658157,0.050066452
1.8915435,0.050296303
2.170317,0.092731856
2.3261333,0.050185144
2.4636583,0.05006601
2.947121,0.14223082
3.1090431,0.050005835
3.2398973,0.050032023
3.3677578,0.050045993
3.4901998,0.050249264
3.9408803,0.14830798
4.377524,0.15035723
4.494236,0.050451655
4.601222,0.050018728
4.7854686,0.07082406
5.0530777,0.07220738
5.165935,0.050046016
5.2735944,0.05033462
5.374359,0.050342366
5.4712396,0.05007126
5.6350427,0.082670584
5.7315183,0.050130937
5.9528847,0.08356991
6.22459,0.06842172
6.3774915,0.05000328
6.502987,0.050016288
6.968553,0.1376103
7.4126534,0.2007759
7.5127077,0.05034506
7.7177477,0.078052714
7.822066,0.050606478
8.275194,0.24906927
8.466408,0.098463245
8.639964,0.050592776
8.753381,0.050005786
8.851686,0.05050333
8.951477,0.050035257
9.139363,0.052995544
9.260193,0.050026067
9.376554,0.0501181
9.832221,0.20253901
10.051568,0.07364783
10.522666,0.20068845
10.90097,0.14161882
11.447832,0.19235061
12.711244,0.49903855
14.101095,0.6607624
15.046186,0.3060227
17.02229,0.9814021
20.391953,1.4104875
21.519375,0.57717806
22.627459,0.390158
24.594467,1.0873833
26.031853,0.85
26.302376,0.1752135
26.524384,0.151368
26.954594,0.2889705
27.114552,0.1150023
27.496025,0.2614752
27.7157,0.1476825
27.951153,0.1598135
28.192791,0.1725913
28.76586,0.3861872
29.058775,0.2149735
29.3864,0.2305065
29.729023,0.2467703
30.114832,0.2637817
30.518686,0.2815575
34.467766,2.837646
37.97457,2.5375316
43.024895,3.672823
47.619587,3.3917773
51.1456,2.5732393
54.64989,2.5618093
57.94138,2.43792
61.22896,2.43792
64.84519,2.71344
68.70166,2.91504
72.797455,3.13008
76.04617,2.56386
79.29167,2.56386
82.78655,2.84358
86.27949,2.84358
91.2864,4.12464
96.62651,4.40688
102.10308,4.70256
104.97392,2.46636
107.90059,2.54532
110.91932,2.62596
114.03197,2.70828
