depth,T_ice
0.3785983,-6.034546
0.52705765,-6.297943
0.81466913,-8.148651
0.956597,-9.312317
1.0970975,-10.007172
1.2951195,-10.785187
1.54853,-11.616547
1.6943455,-12.235748
1.8308922,-12.67807
1.9629273,-13.078918
2.0970871,-13.44397
2.2252123,-13.782349
2.5057805,-14.29245
2.7587097,-14.826813
2.9102361,-15.14975
3.0486355,-15.388641
3.1701415,-15.603821
3.2924542,-15.800873
3.5594115,-16.057373
3.6916997,-16.278015
3.9363055,-16.490906
4.053108,-16.673462
4.161434,-16.784332
4.2694707,-16.887085
4.3775835,-16.983215
4.690998,-17.130646
4.807137,-17.246643
4.923781,-17.309113
5.0374312,-17.365509
5.256079,-17.441391
5.4941745,-17.526154
5.696392,-17.588303
6.506763,-17.711365
6.6484103,-17.74965
6.7761703,-17.755585
6.8771224,-17.75978
6.976017,-17.762665
7.365106,-17.766113
7.464366,-17.761978
7.561703,-17.759369
7.658693,-17.756256
8.006681,-17.748749
8.102778,-17.73848
8.198538,-17.733414
8.2942505,-17.72818
8.390826,-17.722794
8.486667,-17.717316
8.657413,-17.710144
8.752817,-17.702957
8.847828,-17.697525
8.942406,-17.692154
9.036672,-17.686905
9.130747,-17.681763
9.316601,-17.674362
9.501245,-17.665207
9.684392,-17.65799
9.797315,-17.653229
10.30938,-17.642395
10.560821,-17.634308
10.835512,-17.630325
11.149579,-17.627518
11.342243,-17.627167
12.072106,-17.628464
12.950092,-17.641434
13.62022,-17.662262
14.3663025,-17.685379
15.431162,-17.716446
16.198524,-17.743927
17.924639,-17.775818
19.593245,-17.79721
20.44662,-17.797318
21.27147,-17.793198
26.959166,-17.763
27.966875,-17.686905
30.885757,-17.6389
31.173918,-17.59491
31.500893,-17.586792
31.843042,-17.577652
33.490967,-17.550156
39.373867,-17.447632
44.27705,-17.296951
48.06905,-17.173965
53.905373,-17.038116
58.106396,-16.893433
61.446728,-16.785278
64.78391,-16.68991
68.43239,-16.590393
72.333626,-16.483215
76.48331,-16.368378
80.76956,-16.25122
84.174225,-16.148926
87.57745,-16.06018
92.44206,-15.953186
97.63658,-15.823151
100.36317,-15.719879
105.86343,-15.617523
108.72585,-15.515961
111.67661,-15.446991
114.627144,-15.37796
117.71722,-15.307251
