depth,T_ice
0.15867545,-16.894531
0.31532487,-15.300873
0.46899244,-15.252045
0.62053823,-15.199493
0.7702927,-15.170166
0.9187728,-15.2560425
1.0662737,-15.471985
1.2119957,-15.795624
1.5147679,-16.388702
1.6619899,-17.102783
1.8002135,-17.56926
1.9373765,-18.027496
2.072276,-18.472443
2.205854,-18.900238
2.3383167,-19.310532
2.5274832,-19.77884
2.6575031,-20.215195
2.7852569,-20.551788
2.9118867,-20.865997
3.0374975,-21.160156
3.1627016,-21.435715
3.2866123,-21.69281
3.4421914,-21.96228
3.5643153,-22.20816
3.6850574,-22.407501
3.8048453,-22.590591
3.9239368,-22.759064
4.0425854,-22.914154
4.160161,-23.056458
4.277059,-23.186691
4.393566,-23.305984
4.509873,-23.415222
4.6253185,-23.51477
4.7397294,-23.604904
4.8537607,-23.686478
4.967134,-23.760223
5.0800543,-23.826675
5.192285,-23.886368
5.3045206,-23.93988
5.4278584,-23.990036
5.538571,-24.03386
5.648746,-24.070496
5.759126,-24.102646
5.868589,-24.130585
5.977532,-24.154587
6.0862384,-24.175018
6.194308,-24.19217
6.302052,-24.206299
6.4648476,-24.22017
6.571908,-24.22937
6.678215,-24.234604
6.784157,-24.237839
6.88996,-24.239243
6.9953084,-24.238983
7.1007767,-24.237244
7.205733,-24.23413
7.310355,-24.229828
7.4150124,-24.224426
7.518741,-24.218063
7.622175,-24.210861
7.7253723,-24.202911
7.828232,-24.194305
7.9505835,-24.184265
8.052834,-24.173569
8.154833,-24.163391
8.256786,-24.152863
8.358243,-24.142044
8.506165,-24.128586
8.607354,-24.11473
8.708226,-24.103241
8.808594,-24.091675
8.908853,-24.080063
9.008873,-24.068375
9.109266,-24.056656
9.209007,-24.044922
9.308423,-24.033234
9.407498,-24.021591
9.506986,-24.009949
15.939011,-23.686386
21.661642,-23.506485
25.42203,-23.35553
31.276396,-23.21077
33.935005,-23.090454
35.2278,-23.037949
36.666134,-23.00261
40.93372,-22.931885
42.933025,-22.860641
54.46567,-22.724915
58.85592,-22.641708
67.66919,-22.603363
71.64338,-22.619736
75.680626,-22.643723
80.00984,-22.681824
84.42843,-22.73494
89.15862,-22.802612
94.21671,-22.890305
99.38042,-22.992737
107.705444,-23.13684
113.684586,-23.30751
116.81577,-23.420212
