depth,T_ice
0.057007376,0.0
0.1161517,0.0
0.21202037,-0.019805908
0.30788904,-0.31503296
0.3906621,-0.5302124
0.4734352,-0.7265625
0.55620825,-0.91918945
0.63898134,-1.107605
0.73946255,-1.3111877
0.83994377,-1.52771
0.9470467,-1.7444153
1.0541496,-1.9605713
1.1306945,-2.139679
1.2072394,-2.285431
1.2726012,-2.4172974
1.3379631,-2.5363464
1.403325,-2.6530151
1.4686868,-2.767395
1.5770444,-2.9164124
1.6854019,-3.096466
1.7865356,-3.2651367
1.8876693,-3.4233704
1.9884648,-3.5769043
2.0892603,-3.7259216
2.161374,-3.8501892
2.2334878,-3.9517517
2.3421674,-4.076538
2.4508471,-4.221985
2.5453064,-4.3537292
2.639766,-4.47287
2.6979988,-4.566437
2.7562318,-4.6365356
2.8535898,-4.728485
2.944628,-4.8363647
3.0356662,-4.9375
3.1267045,-5.035553
3.217743,-5.130432
3.2781966,-5.206787
3.3386502,-5.266327
3.399104,-5.3244934
3.4595578,-5.381256
3.5596752,-5.454834
3.6597927,-5.542755
3.75991,-5.6268616
3.8600276,-5.707184
3.9245932,-5.770172
3.9891589,-5.817993
4.0970407,-5.8797913
4.204922,-5.95282
4.28992,-6.0143433
4.3749175,-6.0659485
4.459915,-6.1150208
4.544913,-6.16156
4.6299105,-6.2056274
4.714908,-6.2472534
4.819521,-6.2910156
4.9241333,-6.3357544
5.1333585,-6.3977356
5.3425837,-6.4671326
5.551809,-6.5242004
5.7610335,-6.5697327
5.9702587,-6.6046753
6.388709,-6.6424255
6.807159,-6.658966
7.2256093,-6.6483154
7.6440597,-6.616516
8.06251,-6.568939
8.48096,-6.5101624
9.317861,-6.4110107
9.866403,-6.292816
10.414945,-6.200012
11.512029,-6.066101
12.609113,-5.9115906
13.706197,-5.7831116
15.213704,-5.6584473
16.284128,-5.566681
17.354551,-5.5052795
19.4954,-5.4252625
22.138407,-5.3265076
24.781412,-5.234131
27.42442,-5.1509705
30.067427,-5.073883
32.278072,-5.0069275
34.488716,-4.947815
36.699364,-4.889862
38.910007,-4.8327026
41.71209,-4.7685547
44.514175,-4.6978455
46.619568,-4.637085
48.797752,-4.585022
51.05059,-4.5323486
53.37995,-4.479309
55.787697,-4.426056
58.2757,-4.3728027
60.845818,-4.3195496
63.499928,-4.2663574
66.23988,-4.213135
69.067566,-4.159729
71.98483,-4.1058655
74.993546,-4.0512085
