depth,dgrain
0.057817075,3.3630893
0.11577543,3.3630893
0.1761785,3.363816
0.23658156,3.363816
0.2969846,3.363816
0.3573877,3.363816
0.41779074,3.363816
0.47819382,3.363816
0.53859687,3.363816
0.5989999,3.363816
0.659403,3.363816
0.7198061,3.363816
0.7802091,3.363816
0.8406122,3.363816
0.9312168,3.363816
1.0218214,3.363816
1.112426,3.363816
1.2030306,3.363816
1.2634337,3.363816
1.3238367,3.363816
1.3842398,3.363816
1.4446428,3.363816
1.505876,3.363816
1.5977256,3.363816
1.6895753,3.363816
1.7508085,3.363816
1.8120415,3.363816
1.8732747,3.363816
1.9345077,3.363816
1.9957409,3.363816
2.056974,3.363816
2.1182072,3.363816
2.1794403,3.363816
2.2406733,3.363816
2.3019066,3.363816
2.3631396,3.363816
2.4243727,3.363816
2.485606,3.363816
2.546839,3.363816
2.608072,3.363816
2.669305,3.363816
2.7305384,3.363816
2.7917714,3.363816
2.8530045,3.363816
2.9142377,3.363816
2.9754708,3.363816
3.0367038,3.363816
3.097937,3.363816
3.1591702,3.363816
3.2204032,3.363816
3.2816365,3.363816
3.3428695,3.363816
3.4041026,3.363816
3.4677174,3.363816
3.531332,3.363816
3.5949469,3.363816
3.6585615,3.363816
3.7539837,3.363816
3.8494058,3.363816
3.9448278,3.363816
4.04025,3.363816
4.135672,3.363816
4.2310944,3.363816
4.326516,3.363816
4.4219384,3.363816
4.5491676,3.363816
4.6763973,3.363816
4.8036265,3.363816
4.930856,3.363816
5.058086,3.363816
5.185315,3.363816
5.439774,3.363816
5.694233,3.363816
5.948692,3.363816
6.2031507,3.363816
6.4576097,3.363816
6.7120686,3.363816
6.966528,3.363816
7.4754457,3.363816
7.8226123,2.0625467
8.169779,2.0625467
8.864112,2.0625467
9.558445,2.0625467
10.252777,2.0625467
10.94711,2.0625467
11.641443,2.0625467
13.030109,2.0625467
14.418776,2.0625467
15.807442,2.0625467
17.196108,2.0625467
18.584774,2.0625467
19.97344,2.0625467
21.362104,2.0625467
24.139437,2.0625467
26.916769,2.0625467
29.694101,2.0625467
32.47143,2.0625467
35.248764,2.0625467
38.026096,2.0625467
40.80343,2.0625467
