depth,T_ice
0.15885313,-14.145508
0.3679579,-11.593597
0.5257422,-10.976135
0.67881286,-10.694061
0.82919496,-10.700867
0.97781026,-10.948639
1.1246554,-11.368713
1.2703747,-11.906342
1.415432,-12.521149
1.5601438,-13.181549
1.703126,-13.859436
1.8451072,-14.5346985
1.985398,-15.194336
2.1235955,-15.826721
2.2601624,-16.428314
2.3957145,-17.001923
2.5294929,-17.548141
2.662491,-18.067871
2.9224327,-18.792908
3.0513465,-19.453278
3.1788855,-19.86171
3.3053691,-20.244095
3.4309487,-20.602219
3.6312401,-21.028366
3.7662432,-21.42572
3.8875582,-21.710663
4.0085015,-21.961914
4.128058,-22.194519
4.247546,-22.409988
4.366318,-22.609863
4.483985,-22.79422
4.601834,-22.964645
4.718137,-23.121536
4.906216,-23.309296
5.0208917,-23.473755
5.1350203,-23.587585
5.2492847,-23.691772
5.3628683,-23.78685
5.475335,-23.87291
5.5872197,-23.950684
5.699765,-24.02127
5.810585,-24.084717
5.921451,-24.141388
6.031854,-24.192032
6.141415,-24.236908
6.250471,-24.276443
6.3596845,-24.311172
6.468139,-24.34137
6.5766745,-24.36734
6.684803,-24.389374
6.792066,-24.407654
6.949382,-24.425385
7.0557923,-24.437363
7.161815,-24.444275
7.2674394,-24.44841
7.3731837,-24.449936
7.4782925,-24.448975
7.5829816,-24.445648
7.68747,-24.440079
7.7920957,-24.432343
7.895891,-24.422546
22.808075,-23.737152
22.93325,-23.446625
24.394655,-23.420792
24.559261,-23.395447
24.642057,-23.391678
24.973482,-23.385345
25.221876,-23.376541
25.46893,-23.36908
26.289122,-23.35318
26.45261,-23.338669
26.697506,-23.332687
26.942003,-23.325562
27.26739,-23.317291
27.830448,-23.30449
28.255964,-23.290344
29.525545,-23.266373
30.76058,-23.231445
32.36398,-23.193115
34.419983,-23.145294
37.00143,-23.086655
38.512947,-23.037079
40.184692,-22.999863
42.026688,-22.960373
44.049156,-22.919067
54.85852,-22.79718
58.51997,-22.721909
65.2528,-22.68805
68.92627,-22.687225
72.86703,-22.699448
76.90412,-22.725723
81.233185,-22.76651
85.6518,-22.82251
90.38206,-22.893387
95.44023,-22.984894
100.604,-23.091568
104.76666,-23.195541
108.929146,-23.294052
114.90839,-23.41957
118.03964,-23.536652
