depth,density_bulk
0.1586952,315.67664
0.31612337,318.52594
0.47082627,323.21875
0.624572,327.75046
0.7759511,331.73343
0.92521495,335.176
1.0731413,338.06744
1.2213717,340.5766
1.3695958,342.86444
1.5153953,344.97412
1.6597059,346.95123
1.803614,348.83508
1.9465792,350.67407
2.0893877,352.54276
2.2345858,354.52847
2.376476,356.6447
2.5168111,358.87756
2.65538,361.22998
2.7944465,363.71594
2.9310586,366.41055
3.0683515,369.23053
3.2037485,372.36707
3.3374426,375.82443
3.4691792,379.56412
3.6011655,383.25455
3.730988,386.61484
3.859316,389.6509
3.9868412,392.4546
4.113608,395.04623
4.2402496,397.43237
4.3654895,399.64093
4.4902782,401.70645
4.614817,403.66348
4.7388163,405.5408
4.8631544,407.36288
4.9860034,409.11588
5.1081147,410.7948
5.22934,412.43146
5.352258,414.0499
5.47427,415.65707
5.5974083,417.2412
5.7170067,418.79547
5.8362956,420.30807
5.9569683,421.82364
6.0765376,423.33524
6.195528,424.85538
6.3138895,426.4061
6.4317102,427.97333
6.5482593,429.73038
6.6647367,431.5715
6.780336,433.3586
6.8973403,435.09576
7.0140615,436.75726
7.130313,438.32306
7.244046,439.80472
7.3574047,441.221
7.470892,442.58838
7.583742,443.90323
7.6970773,445.17578
7.80919,446.4029
7.920955,447.58566
8.032436,448.7384
8.14464,449.87357
8.255739,450.99466
8.36701,452.098
8.477853,453.18567
8.589263,454.25848
8.699061,455.31693
8.808839,456.37186
8.91834,457.43857
9.027497,458.5301
9.136345,459.64334
9.250759,465.92038
9.360407,462.1623
9.468334,463.40677
9.576137,464.60074
9.685427,465.75775
9.793432,466.86667
50.34303,566.48303
73.269455,636.3495
82.83112,671.15564
85.15395,678.8623
87.26168,681.69684
89.71678,685.3198
91.56466,687.94135
93.59503,689.72107
95.81886,691.6083
106.81627,700.80597
113.68669,709.57227
117.493546,712.6633
121.570915,714.8158
125.93577,716.9954
130.60497,719.1858
138.15323,727.9501
152.28323,742.4284
158.48636,757.9729
161.73785,758.4084
164.9802,784.9005
168.32477,785.0169
171.63254,818.63104
