depth,snowc
0.06312595,0.00058032456
0.14991757,0.0
0.2367092,0.0
0.3235008,0.0
0.41029245,0.0
0.49708408,0.0
0.5838757,0.0
0.6706673,0.0
0.7574589,0.0
0.84425056,0.0
0.9310422,0.0
1.0178338,0.0
1.1046255,0.0
1.1914171,0.0
1.2782087,0.0
1.3650002,0.0
1.4517919,0.0
1.5385835,0.0
1.6253752,0.0
1.7121668,0.0
1.7989584,0.0
1.88575,0.0
1.9725417,0.0
2.0593333,0.0
2.1461248,0.0
2.2329166,0.0
2.319708,0.0
2.4064999,0.0
2.4932914,0.0
2.5800831,0.0
2.6668746,0.0
2.7536662,0.0
2.840458,0.0
2.9272494,0.0
3.0140412,0.0
3.1008327,0.0
3.1876245,0.0
3.274416,0.0
3.3612077,0.0
3.4479992,0.0
3.534791,0.0
3.6215825,0.0
3.708374,0.0
3.7951658,0.0
3.8819573,0.0
3.968749,0.0
4.0555406,0.0
4.142332,0.0
4.229124,0.0
4.3159156,0.0
4.402707,0.0
4.4894986,0.0
4.57629,0.0
4.663082,0.0
4.7498736,0.0
4.836665,0.0
4.9234567,0.0
5.0102487,0.0
5.09704,0.0
5.1838317,0.0
5.270623,0.0
5.357415,0.0
5.530998,0.0
5.7045813,0.0
5.878165,0.0
6.051748,0.0
6.2253313,0.0
6.3989143,0.0
6.746081,0.0
7.0932474,0.0
7.440414,0.0
7.7875805,0.0
8.134747,0.0
8.481914,0.0
9.176247,0.0
9.87058,0.0
10.564913,0.0
11.259245,0.0
11.953578,0.0
12.647911,0.0
13.342244,0.0
14.73091,0.0
16.119576,0.0
17.508242,0.0
18.896908,0.0
20.285574,0.0
23.062906,0.0
25.840239,0.0
28.61757,0.0
31.394901,0.0
34.172234,0.0
36.949566,0.0
39.7269,0.0
42.50423,0.0
45.281563,0.0
48.058895,0.0
50.836227,0.0
53.613556,0.0
56.39089,0.0
59.16822,0.0
