depth,dgrain
0.062992275,3.885902
0.13060705,3.8921556
0.21006644,3.9845788
0.28952584,3.9845788
0.3547942,3.9845788
0.411904,3.9845788
0.46901384,3.9845788
0.52612364,3.9845788
0.5832335,3.9845788
0.6403433,3.9845788
0.6974531,3.9845788
0.7545629,3.9845788
0.81167275,3.9845788
0.8769411,3.9845788
0.9422095,3.9845788
1.0074779,3.9845788
1.0727462,3.9845788
1.1408725,3.9845788
1.2089988,3.9845788
1.2771252,3.9845788
1.3452516,3.9845788
1.4133779,3.9845788
1.4815042,3.9845788
1.5496305,3.9845788
1.6177568,3.9845788
1.6858832,3.9845788
1.7540095,3.9845788
1.8221359,3.9845788
1.8902622,3.9845788
1.9583886,3.9845788
2.0265148,3.9845788
2.0946412,3.9845788
2.1627676,3.9845788
2.233834,3.9845788
2.3049006,3.9845788
2.3759673,3.9845788
2.4470336,3.9845788
2.5181003,3.9845788
2.5891669,3.9845788
2.6602333,3.9845788
2.7312999,3.9845788
2.8023665,3.9845788
2.8734329,3.9845788
2.9444995,3.9845788
3.015566,3.9845788
3.0866325,3.9845788
3.157699,3.9845788
3.2287657,3.9845788
3.2998323,3.9845788
3.3576908,3.9845788
3.4155493,3.9845788
3.4734077,3.9845788
3.5312662,3.9845788
3.5891247,3.9845788
3.6469831,3.9845788
3.7048416,3.9845788
3.7627,3.9845788
3.8784173,3.9845788
3.9941342,3.9845788
4.109851,3.9845788
4.2255683,3.9845788
4.341285,3.9845788
4.457002,3.9845788
4.688436,3.9845788
4.91987,3.9845788
5.151304,3.9845788
5.4361773,3.9845788
5.7210503,3.9845788
6.0059233,3.9845788
6.2907968,3.9845788
6.860543,3.9845788
7.4302893,3.9845788
8.000035,3.9845788
8.569782,3.9845788
9.139528,3.9845788
9.709274,3.9845788
10.436291,3.9845788
11.163308,3.9845788
11.890325,3.9845788
12.617341,3.9845788
14.043129,3.9845788
15.468917,3.9845788
16.894705,3.9845788
18.320492,3.9845788
20.899078,3.9845788
23.274197,3.9845788
25.649315,3.9845788
28.598375,3.9845788
30.740166,3.9845788
32.881954,3.9845788
35.134792,3.9845788
37.464153,3.9845788
39.8719,3.9845788
42.3599,3.9845788
44.93002,3.9845788
47.58413,3.9845788
50.32409,3.9845788
53.151768,3.9845788
56.06903,3.9845788
59.07775,3.9845788
