depth,snowc
0.11008454,0.09175661
0.17467111,0.058137245
0.23925768,0.058137245
0.30384424,0.058137245
0.36843082,0.058137245
0.4330174,0.058137245
0.49760398,0.058137245
0.56219053,0.058137245
0.6267771,0.058137245
0.6913637,0.058137245
0.7559503,0.058137245
0.82053685,0.058137245
0.88512343,0.058137245
0.94970995,0.058137245
1.0142965,0.058137245
1.0788832,0.058137245
1.1434697,0.058137245
1.2080562,0.058137245
1.2726429,0.058137245
1.3372294,0.058137245
1.401816,0.058137245
1.4664025,0.058137245
1.5309892,0.058137245
1.5955757,0.058137245
1.6601623,0.058137245
1.7247488,0.058137245
1.7893354,0.058137245
1.853922,0.058137245
1.9185085,0.058137245
1.9830952,0.058137245
2.0476818,0.058137245
2.1122682,0.058137245
2.1780155,0.059181914
2.2437625,0.059181914
2.3095098,0.059181914
2.3752568,0.059181914
2.441004,0.059181914
2.506751,0.059181914
2.572498,0.059181914
2.6382453,0.059181914
2.7039924,0.059181914
2.7697396,0.059181914
2.8354867,0.059181914
2.901234,0.059181914
2.966981,0.059181914
3.0327282,0.059181914
3.0984752,0.059181914
3.1642222,0.059181914
3.2299695,0.059181914
3.2957165,0.059181914
3.3614638,0.059181914
3.4272108,0.059181914
3.492958,0.059181914
3.558705,0.059181914
3.624452,0.059181914
3.6901994,0.059181914
3.8216937,0.11836383
3.953188,0.11836383
4.084682,0.11836383
4.2161765,0.11836383
4.356979,0.1267425
4.4977813,0.1267425
4.6385837,0.1267425
4.779386,0.1267425
5.060991,0.253485
5.3425956,0.253485
5.6242003,0.253485
5.905805,0.253485
6.18741,0.253485
6.4690146,0.253485
7.0513544,0.52419
7.6336946,0.52419
8.216034,0.52419
8.798374,0.52419
9.4003105,0.54183
10.002248,0.54183
11.206121,1.08366
12.450121,1.11978
13.694121,1.11978
14.979182,1.15674
16.264242,1.15674
17.591295,1.19454
18.91835,1.19454
21.65831,2.46636
24.485989,2.54532
26.6968,1.99005
28.907612,1.99005
31.048458,0.67707
33.189304,0.67707
35.966637,0.0
38.74397,0.0
41.521297,0.0
44.29863,0.0
47.075962,0.0
49.853294,0.0
52.630627,0.0
55.40796,0.0
58.18529,0.0
60.962624,0.0
63.739956,0.0
