depth,density_bulk
0.38338977,413.08957
0.530849,339.921
0.6759544,344.6043
0.81970847,348.4638
0.9618239,351.89716
1.1026039,355.16727
1.3076751,384.55246
1.4829004,531.4121
1.6377088,468.61368
1.7762904,439.68744
1.9108509,447.69858
2.0429106,458.33487
2.1712725,455.50568
2.4472797,462.61493
2.7092025,602.1581
2.855846,532.61035
2.9885628,500.56824
3.1111205,477.02762
3.233909,483.52567
3.502227,575.79254
3.6337843,522.43286
3.7549562,496.34833
3.878042,506.17023
3.988887,460.89124
4.0975366,460.17764
4.20637,461.8701
4.3142166,463.57013
4.630481,586.1163
4.7503557,523.6269
4.8634024,504.56122
4.968764,476.7534
5.0740266,478.2979
5.1782246,479.78677
5.421522,525.383
5.6069207,541.809
5.709335,488.2738
5.811687,489.73773
5.913514,491.1479
6.015163,492.5103
6.2185874,494.49954
6.3198066,496.42944
6.4204965,497.68973
6.665232,647.18805
6.76835,517.6459
6.867875,504.68506
7.1648207,626.5473
7.271268,542.02515
7.3692045,512.05634
7.4668474,513.1923
7.564074,514.3002
7.9091153,584.6838
8.006025,520.0322
8.1021595,521.09235
8.198052,522.1179
8.293889,523.12335
8.389348,524.116
8.569562,579.6876
8.664639,527.237
8.759988,528.225
8.854508,529.1924
8.949593,530.14044
9.237078,535.6944
9.395466,542.02765
9.583383,677.2509
9.69008,584.8879
9.894402,573.2756
10.204915,580.92664
10.457111,627.9393
11.05045,554.60205
11.919082,613.88464
12.794818,657.428
13.7288475,617.5766
15.06827,596.81805
15.9048,655.439
17.735767,611.56396
19.385279,642.86
20.189617,664.27
21.010117,699.7116
23.127792,650.00323
23.919315,692.50543
26.947607,657.87445
27.87577,646.334
28.902006,650.6232
29.954239,653.83826
30.952631,657.2515
33.01129,661.39197
40.966835,687.7614
44.30608,698.4871
48.164925,710.27637
51.6518,723.4762
55.678444,730.9751
59.81204,770.5733
63.941124,771.4151
68.14795,809.65607
72.35255,810.0831
75.78433,817.7304
79.21503,817.9906
84.29027,853.3593
89.36457,853.5173
91.539955,873.7293
