depth,rhofirn
0.21983877,351.03696
0.4333427,373.43933
0.5723492,381.4975
0.9966721,402.81693
1.1977168,430.814
1.3597585,449.39072
1.4957507,459.5033
1.6264255,467.1618
1.7518016,474.16507
1.8736107,480.35556
1.9967552,486.05182
2.1144013,491.4979
2.2312016,496.46994
2.3596275,500.28662
2.756916,505.42902
2.9415743,511.43115
3.093038,512.68524
3.3893867,516.9635
3.5292604,521.2387
3.6484826,524.6643
3.8402271,530.09686
4.0012994,536.4831
4.137905,540.7811
4.2868547,544.5198
4.56132,549.9499
4.697296,554.6166
4.8391743,557.3989
4.9862714,560.0229
5.3723574,565.35803
5.5355043,571.1758
5.678204,573.94147
5.8107986,576.41223
6.108873,580.476
6.239635,584.33746
6.377029,586.51996
6.816158,590.46936
6.9493165,592.53925
7.1117663,593.5904
7.2773886,594.9766
7.5640945,596.23517
7.7223163,597.5343
7.8968425,598.7162
8.188956,600.0418
8.61748,602.5351
8.841556,605.02704
8.991212,606.56744
9.1284485,607.6827
9.249738,608.75385
9.476721,610.4498
9.585227,612.21423
9.69599,613.22626
9.928636,614.6212
10.316107,617.08466
10.487909,619.5514
10.641695,620.5849
10.904977,622.01556
11.05597,623.41327
11.194094,624.3724
11.500192,626.23627
11.64097,628.41736
11.766519,629.6228
11.889185,630.8299
12.030053,631.98865
12.271791,633.5972
12.5306835,635.6757
12.800847,637.88885
12.955046,639.6995
13.122023,641.0091
13.272367,642.3445
13.390973,643.5199
15.70282,662.0044
18.01447,662.11505
20.993221,670.16705
21.200167,685.324
21.487762,871.976
23.878721,900.0
26.269682,900.0
30.165815,900.0
34.06195,900.0
37.958084,900.0
41.85422,900.0
45.664135,900.0
49.47405,900.0
51.761623,900.0
54.049202,900.0
57.287617,900.0
60.764923,900.0
64.496056,900.0
68.49595,900.0
72.779526,900.0
75.070625,900.0
77.361725,900.0
79.76947,900.0
82.25748,900.0
84.82759,900.0
87.481705,900.0
90.221664,900.0
93.04934,900.0
95.966606,900.0
98.97533,900.0
