depth,T_ice
0.16384234,-4.674347
0.23572463,-2.2303162
0.30582485,-1.9755554
0.37592503,-1.9851685
0.44602525,-2.1448364
0.51612544,-2.3750305
0.5862256,-2.6279907
0.6563259,-2.8804321
0.72642606,-3.1245728
0.79652625,-3.3603516
0.8666265,-3.5907898
0.9717768,-3.8764343
1.0769271,-4.222229
1.1470273,-4.515686
1.2171276,-4.7530823
1.2872277,-4.9924316
1.3573279,-5.2328796
1.4274281,-5.473358
1.4975283,-5.712982
1.5676285,-5.9507446
1.6377287,-6.1858826
1.725354,-6.4467163
1.8129792,-6.7304077
1.9181296,-7.0349426
2.02328,-7.356476
2.1284301,-7.6668396
2.2335806,-7.965912
2.3387308,-8.253784
2.408831,-8.484467
2.4789312,-8.664185
2.5490315,-8.839233
2.6191316,-9.009644
2.6892319,-9.175507
2.759332,-9.336975
2.8294322,-9.49411
2.8995326,-9.646973
2.9696326,-9.795654
3.039733,-9.940247
3.109833,-10.080811
3.1799333,-10.217438
3.2500334,-10.350189
3.3201337,-10.479095
3.390234,-10.604218
3.460334,-10.725647
3.5304344,-10.843384
3.6005344,-10.95752
3.6706347,-11.068115
3.7407348,-11.175171
3.8272502,-11.290924
3.9137654,-11.413605
4.000281,-11.531158
4.173311,-11.700012
4.2598267,-11.854218
4.346342,-11.952301
4.4761147,-12.069092
4.605888,-12.199036
4.7789183,-12.339203
4.9519486,-12.482544
5.1249795,-12.609924
5.29801,-12.722107
5.4710402,-12.819977
5.8171015,-12.946503
6.1631627,-13.066193
6.509224,-13.14328
6.855285,-13.18396
7.201346,-13.19397
7.547407,-13.17865
7.8934684,-13.142761
8.58559,-13.064606
9.277713,-12.917786
10.044927,-12.74118
10.812141,-12.549316
11.937231,-12.320038
13.06232,-12.077026
14.187409,-11.867889
15.312498,-11.689545
16.437588,-11.536438
17.562677,-11.4027405
19.812855,-11.223846
22.07619,-11.01944
24.483938,-10.829956
26.97194,-10.651154
29.542059,-10.487152
32.196167,-10.340088
34.936127,-10.211395
37.763805,-10.101501
40.681072,-10.009918
43.68979,-9.935364
46.46712,-9.885773
49.244453,-9.858307
52.021786,-9.838654
54.799118,-9.825562
57.576447,-9.815002
60.35378,-9.810638
63.13111,-9.809387
65.90845,-9.809113
68.685776,-9.808929
71.46311,-9.808899
74.24044,-9.808868
77.01777,-9.808716
