depth,density_bulk
0.08309248,896.61646
0.17396957,900.0
0.26484665,900.0
0.3557237,900.0
0.4466008,900.0
0.53747785,900.0
0.62835497,900.0
0.719232,900.0
0.81010914,900.0
0.9009862,900.0
0.99186325,900.0
1.0827403,900.0
1.1736175,900.0
1.2644945,900.0
1.3553716,900.0
1.4462487,900.0
1.5371257,900.0
1.6365764,900.0
1.7360271,900.0
1.8354778,900.0
1.9349285,900.0
2.0343792,900.0
2.13383,900.0
2.2332807,900.0
2.3327312,900.0
2.432182,900.0
2.5316327,900.0
2.6310835,900.0
2.730534,900.0
2.829985,900.0
2.9294355,900.0
3.0288863,900.0
3.128337,900.0
3.2286918,900.0
3.3290465,900.0
3.4294012,900.0
3.5297558,900.0
3.6301105,900.0
3.7304654,900.0
3.83082,900.0
3.9311748,900.0
4.0315294,900.0
4.131884,900.0
4.232239,900.0
4.3325934,900.0
4.4329486,900.0
4.5333033,900.0
4.633658,900.0
4.7340126,900.0
4.8343673,900.0
4.934722,900.0
5.0350766,900.0
5.1354313,900.0
5.235786,900.0
5.336141,900.0
5.436496,900.0
5.5368505,900.0
5.637205,900.0
5.73756,900.0
5.8379145,900.0
5.938269,900.0
6.038624,900.0
6.1389785,900.0
6.2393336,900.0
6.3396883,900.0
6.5551534,900.0
6.770619,900.0
6.9860845,900.0
7.20155,900.0
7.417015,900.0
7.6324806,900.0
8.063412,900.0
8.515485,900.0
8.967558,900.0
9.419631,900.0
9.871704,900.0
10.327525,900.0
10.783345,900.0
11.694986,900.0
12.642161,900.0
13.589337,900.0
14.571543,900.0
15.553749,900.0
16.571201,900.0
17.588652,900.0
19.623556,900.0
21.801739,900.0
24.054577,900.0
26.383938,900.0
28.791683,900.0
31.279684,900.0
33.849804,900.0
36.503914,900.0
39.243874,900.0
40.65771,900.0
42.099663,900.0
43.541615,900.0
45.01168,900.0
46.493176,900.0
47.997536,900.0
