depth,snic
0.105147965,0.09263459
0.19193959,0.078125
0.27873123,0.078125
0.36552283,0.078125
0.45231447,0.078125
0.5391061,0.078125
0.6258977,0.078125
0.71268934,0.078125
0.799481,0.078125
0.88627255,0.078125
0.9730642,0.078125
1.0598558,0.078125
1.1466475,0.078125
1.2334391,0.078125
1.3202307,0.078125
1.4070224,0.078125
1.493814,0.078125
1.5806055,0.078125
1.6673971,0.078125
1.7541888,0.078125
1.8409804,0.078125
1.927772,0.078125
2.0145636,0.078125
2.1013553,0.078125
2.1881468,0.078125
2.2749386,0.078125
2.36173,0.078125
2.4485219,0.078125
2.5353134,0.078125
2.6221051,0.078125
2.7088966,0.078125
2.7956884,0.078125
2.88248,0.078125
2.9692714,0.078125
3.0560632,0.078125
3.1428547,0.078125
3.2296464,0.078125
3.316438,0.078125
3.4032297,0.078125
3.4900212,0.078125
3.576813,0.078125
3.6636045,0.078125
3.7503963,0.078125
3.8371878,0.078125
3.9239793,0.078125
4.010771,0.078125
4.097563,0.078125
4.1843543,0.078125
4.271146,0.078125
4.3579373,0.078125
4.4447293,0.078125
4.531521,0.078125
4.6183124,0.078125
4.705104,0.078125
4.7918954,0.078125
4.8786874,0.078125
4.965479,0.078125
5.0522704,0.078125
5.139062,0.078125
5.225854,0.078125
5.3126454,0.078125
5.399437,0.078125
5.4862285,0.078125
5.659812,0.15625
5.833395,0.15625
6.0069785,0.15625
6.1805615,0.15625
6.354145,0.15625
6.527728,0.15625
6.701311,0.15625
7.0484776,0.3125
7.395644,0.3125
7.7428107,0.3125
8.089977,0.3125
8.437143,0.3125
8.78431,0.3125
9.478643,0.625
10.1729765,0.625
10.86731,0.625
11.561643,0.625
12.255975,0.625
13.644641,1.25
15.033307,1.25
16.421972,1.25
17.810638,1.25
19.199305,1.25
20.58797,1.25
23.365303,2.5
26.142635,2.5
28.919968,2.5
31.697298,2.5
34.474632,2.5
37.251965,2.5
40.029293,2.5
42.806625,2.5
45.583958,2.5
48.36129,2.5
51.138622,2.5
53.915955,2.5
56.693287,2.5
