depth,dgrain
0.090484045,3.3258617
0.17139445,3.363816
0.23612277,3.363816
0.3008511,3.363816
0.36557943,3.363816
0.43030775,3.363816
0.49503607,3.363816
0.5597644,3.363816
0.6244927,3.363816
0.689221,3.363816
0.75394934,3.363816
0.8186777,3.363816
0.88340604,3.363816
0.94813436,3.363816
1.0128627,3.363816
1.077591,3.363816
1.1423193,3.363816
1.2070477,3.363816
1.271776,3.363816
1.3365043,3.363816
1.4012326,3.363816
1.4983251,3.363816
1.5954176,3.363816
1.6601459,3.363816
1.7248743,3.363816
1.7896025,3.363816
1.8543309,3.363816
1.9190593,3.363816
1.9837875,3.363816
2.0485158,3.363816
2.1132443,3.363816
2.1779726,3.363816
2.2427008,3.363816
2.307429,3.363816
2.3721576,3.363816
2.4368858,3.363816
2.501614,3.363816
2.5663424,3.363816
2.6472528,3.363816
2.7281632,3.363816
2.8252559,3.363816
2.9223483,3.363816
3.0194407,3.363816
3.0841691,3.363816
3.1488974,3.363816
3.2136257,3.363816
3.278354,3.363816
3.3430824,3.363816
3.4130206,3.363816
3.4829588,3.363816
3.552897,3.363816
3.6228352,3.363816
3.708403,3.363816
3.7939708,3.363816
3.8795388,3.363816
3.9651067,3.363816
4.0506744,3.363816
4.1362424,3.363816
4.2218103,3.363816
4.3073783,3.363816
4.392946,3.363816
4.4785137,3.363816
4.5640817,3.363816
4.6496496,3.363816
4.7352176,3.363816
4.820785,3.363816
4.906353,3.363816
4.991921,3.363816
5.077489,3.363816
5.163057,3.363816
5.248625,3.363816
5.3341923,3.363816
5.41976,3.363816
5.505328,3.363816
5.590896,3.363816
5.7620316,3.363816
5.9331675,3.363816
6.1043034,3.363816
6.275439,3.363816
6.4297056,3.363816
6.583973,3.363816
6.8925066,3.363816
7.2010403,3.363816
7.509574,3.363816
7.818108,3.363816
8.126641,3.363816
8.74371,3.363816
9.4245825,3.363816
10.105456,3.363816
10.786329,3.363816
11.467203,3.363816
12.148076,3.363816
12.828949,3.363816
14.190696,3.363816
15.441976,3.363816
16.693254,3.363816
17.944534,3.363816
19.195812,3.363816
20.697348,3.363816
22.198883,3.363816
