depth,T_ice
0.0807678,0.0
0.16755943,0.0032958984
0.25435105,-0.265625
0.34114268,-0.46194458
0.4279343,-0.6543579
0.5147259,-0.8416748
0.60151756,-1.0230103
0.6883092,-1.1977539
0.77510077,-1.3655396
0.8618924,-1.5262451
0.94868404,-1.6799316
1.0354756,-1.8267517
1.1222672,-1.9669495
1.2090589,-2.10083
1.2958505,-2.2286377
1.3826421,-2.3506165
1.4694338,-2.467041
1.5562254,-2.5780945
1.643017,-2.6839905
1.7298087,-2.784851
1.8166003,-2.88089
1.9033918,-2.9721985
1.9901835,-3.0589294
2.076975,-3.1412659
2.1637669,-3.2193604
2.2505584,-3.293274
2.33735,-3.3632507
2.4241416,-3.4294128
2.5109332,-3.4918823
2.597725,-3.5508118
2.6845164,-3.6063843
2.7713082,-3.6586914
2.8580997,-3.7079468
2.9448915,-3.7542114
3.031683,-3.7976685
3.1184747,-3.83844
3.2052662,-3.876648
3.2920578,-3.912384
3.3788495,-3.9458313
3.465641,-3.9770203
3.5524328,-4.006134
3.6392243,-4.0332336
3.726016,-4.0584106
3.8128076,-4.0818176
3.8995993,-4.103485
3.9863908,-4.1235046
4.0731826,-4.1419983
4.159974,-4.159027
4.2467656,-4.174652
4.333557,-4.1889954
4.420349,-4.202057
4.5071406,-4.2139587
4.593932,-4.224762
4.6807237,-4.234497
4.7675157,-4.2432556
4.854307,-4.2510376
4.9410987,-4.2579956
5.1146817,-4.2671204
5.288265,-4.276306
5.4618483,-4.282837
5.635432,-4.287018
5.809015,-4.289215
5.9825983,-4.289612
6.1561813,-4.2884216
6.503348,-4.2845154
6.8505144,-4.2750244
7.197681,-4.262665
7.5448475,-4.2483826
7.892014,-4.2328796
8.586347,-4.20874
9.28068,-4.1768494
9.975013,-4.1474
10.669346,-4.1214294
11.363679,-4.0993347
12.058012,-4.0809937
13.446678,-4.058563
14.835343,-4.0391235
16.22401,-4.026825
17.612677,-4.019043
19.00134,-4.0139465
20.390007,-4.0102844
21.778673,-4.0086975
24.556005,-4.005829
27.333338,-4.00354
30.11067,-4.0021057
32.888,-4.0012207
35.665333,-4.0006714
38.442665,-4.0003357
41.219997,-4.0001526
43.99733,-4.000061
46.774662,-4.0
49.551994,-4.0
52.329327,-4.0
55.106655,-4.0
57.883987,-4.0
60.66132,-4.0
63.438652,-4.0
66.21599,-4.0
68.99332,-4.0
71.770645,-4.0
