depth,T_ice
0.091311395,0.0
0.15683213,0.037322998
0.22963294,-0.23580933
0.30243376,-0.41955566
0.37523457,-0.60128784
0.43347523,-0.76239014
0.49171588,-0.90353394
0.55209506,-1.0448303
0.6275691,-1.2035522
0.70304304,-1.3752441
0.77851707,-1.5420532
0.85399103,-1.7038574
0.91437024,-1.8449707
0.97474945,-1.9671631
1.0351286,-2.0862122
1.0955079,-2.2021484
1.155887,-2.3150024
1.2162663,-2.4248962
1.2922975,-2.5457458
1.3683286,-2.6760254
1.4443598,-2.802002
1.520391,-2.9238892
1.614303,-3.0557556
1.708215,-3.1959229
1.770823,-3.3084106
1.833431,-3.3962097
1.896039,-3.4819946
1.958647,-3.565857
2.021255,-3.6478882
2.083863,-3.7282104
2.146471,-3.8069458
2.209079,-3.8841553
2.271687,-3.959961
2.3510962,-4.0444336
2.4305053,-4.1369324
2.5099144,-4.227539
2.5893235,-4.316437
2.6542299,-4.3957214
2.719136,-4.4660034
2.7840424,-4.5352783
2.8489485,-4.603546
2.9138548,-4.6708984
2.9787612,-4.7373047
3.0436673,-4.802765
3.1085737,-4.8673096
3.1734798,-4.9309387
3.2383862,-4.9936523
3.3032923,-5.05542
3.3681986,-5.116272
3.4331048,-5.176178
3.498011,-5.235138
3.5885,-5.304535
3.678989,-5.383484
3.7694778,-5.4604797
3.8599668,-5.535492
3.950456,-5.6085205
4.0409446,-5.679535
4.1314335,-5.748474
4.2219224,-5.8153687
4.312412,-5.880188
4.4029007,-5.942932
4.4933896,-6.0035706
4.5838785,-6.0621643
4.6743674,-6.118683
4.7648563,-6.173126
4.8553452,-6.225586
4.945834,-6.2760315
5.081568,-6.3365784
5.217301,-6.404785
5.3530345,-6.4685364
5.488768,-6.527832
5.624501,-6.582733
5.760235,-6.6334534
6.0317016,-6.7036743
6.3031683,-6.7832336
6.574635,-6.849365
6.846102,-6.902832
7.117569,-6.944702
7.6605024,-6.991852
8.203436,-7.01947
8.74637,-7.0196533
9.289304,-6.999359
9.944282,-6.9608765
10.59926,-6.9053955
11.254238,-6.8428955
11.909216,-6.7778625
13.313658,-6.676178
14.349311,-6.567688
15.384964,-6.4843445
16.420618,-6.4122925
17.45627,-6.3532104
18.825356,-6.2855225
20.194443,-6.2127075
22.662712,-6.1202087
25.386206,-6.0109863
28.1097,-5.9107666
30.482267,-5.8275757
32.854836,-5.755707
34.486362,-5.6979065
36.117886,-5.650635
