depth,rhofirn
0.09123878,857.37164
0.14947943,900.0
0.20772009,900.0
0.26596072,900.0
0.32420138,900.0
0.38244203,900.0
0.45524284,900.0
0.5280437,900.0
0.61540467,900.0
0.7027656,900.0
0.79012656,900.0
0.8483672,900.0
0.90660787,900.0
0.9648485,900.0
1.0230892,900.0
1.0834684,900.0
1.1740372,900.0
1.264606,900.0
1.3249851,900.0
1.3853644,900.0
1.4457436,900.0
1.5061227,900.0
1.566502,900.0
1.6570708,900.0
1.7476395,900.0
1.8236707,900.0
1.899702,900.0
1.9757332,900.0
2.0517642,900.0
2.1456764,900.0
2.2395883,900.0
2.3100224,900.0
2.3804564,900.0
2.4587164,900.0
2.5369763,900.0
2.6152363,900.0
2.6778443,900.0
2.7404523,900.0
2.8030603,900.0
2.8656683,900.0
2.9282763,900.0
2.9908843,900.0
3.056985,900.0
3.1230855,900.0
3.1891859,900.0
3.2552865,900.0
3.3461747,900.0
3.4370627,900.0
3.4949007,900.0
3.5527387,900.0
3.643627,900.0
3.734515,900.0
3.8254032,900.0
3.9162915,900.0
3.9823918,900.0
4.0484924,900.0
4.114593,900.0
4.1806936,900.0
4.2467937,900.0
4.3128943,900.0
4.378995,900.0
4.4450955,900.0
4.511196,900.0
4.5772963,900.0
4.643397,900.0
4.7094975,900.0
4.8416986,900.0
4.9738994,900.0
5.1061006,900.0
5.2481747,900.0
5.3902493,900.0
5.532324,900.0
5.674398,900.0
5.958547,900.0
6.242696,900.0
6.5268445,900.0
6.810993,900.0
7.0951424,900.0
7.379291,900.0
7.9896374,900.0
8.599984,900.0
9.21033,900.0
9.820677,900.0
10.475656,900.0
11.130633,900.0
11.785611,900.0
12.44059,900.0
13.845031,900.0
14.880684,900.0
15.916337,900.0
17.987644,900.0
19.35673,900.0
20.725815,900.0
23.194086,900.0
25.91758,900.0
28.641073,900.0
31.143631,900.0
33.64619,900.0
35.147724,900.0
36.649258,900.0
