depth,dgrain
0.10732477,3.3076134
0.21753018,3.363816
0.32773557,3.363816
0.43794098,3.363816
0.5481464,3.363816
0.64457613,3.363816
0.74100584,3.363816
0.8374356,3.363816
0.9338653,3.363816
1.030295,3.363816
1.1070652,3.363816
1.1838353,3.363816
1.2606055,3.363816
1.3373755,3.363816
1.4141456,3.363816
1.4909158,3.363816
1.5676858,3.363816
1.6466799,3.363816
1.7256739,3.363816
1.8068918,3.363816
1.8881098,3.363816
1.9693277,3.363816
2.0505457,3.363816
2.1317637,3.363816
2.2129815,3.363816
2.2941995,3.363816
2.3754175,3.363816
2.4566352,3.363816
2.5378532,3.363816
2.6190712,3.363816
2.7002892,3.363816
2.781507,3.363816
2.862725,3.363816
2.9337907,3.363816
3.0048563,3.363816
3.075922,3.363816
3.1469877,3.363816
3.2180536,3.363816
3.2891192,3.363816
3.360185,3.363816
3.4312506,3.363816
3.5124686,3.363816
3.573382,3.363816
3.6342955,3.363816
3.6952088,3.363816
3.7561224,3.363816
3.83734,3.363816
3.9185581,3.363816
3.9997761,3.363816
4.080994,3.363816
4.162212,3.363816
4.2434297,3.363816
4.324648,3.363816
4.4058657,3.363816
4.487084,3.363816
4.5683017,3.363816
4.6495194,3.363816
4.7307377,3.363816
4.8119555,3.363816
4.893173,3.363816
4.9743915,3.363816
5.055609,3.363816
5.218045,3.363816
5.381527,3.363816
5.5450087,3.363816
5.708491,3.363816
5.8719726,3.363816
6.1989365,3.363816
6.5259,3.363816
6.852864,3.363816
7.1798277,3.363816
7.506791,3.363816
7.833755,3.363816
8.512488,3.363816
9.191221,3.363816
9.869955,3.363816
10.548688,3.363816
11.227421,3.363816
11.906155,3.363816
13.263621,3.363816
14.621087,3.363816
15.978554,3.363816
17.33602,3.363816
18.693487,3.363816
20.102945,3.363816
22.217133,3.363816
24.33132,3.363816
26.707256,3.363816
29.083195,3.363816
31.459131,3.363816
33.835068,3.363816
36.549072,3.363816
39.263077,3.363816
41.52317,3.363816
44.306126,3.363816
47.089077,3.363816
49.872032,3.363816
52.7893,3.363816
54.293655,3.363816
55.798016,3.363816
