depth,rhofirn
0.23031235,445.40884
0.3119159,900.0
0.3935195,900.0
0.47512305,900.0
0.55672663,900.0
0.63833016,900.0
0.71993375,900.0
0.80153733,900.0
0.88314086,900.0
0.96474445,900.0
1.046348,900.0
1.1279516,900.0
1.1891543,900.0
1.2503569,900.0
1.3115596,900.0
1.3727623,900.0
1.4543658,900.0
1.5359694,900.0
1.617573,900.0
1.6991765,900.0
1.7807801,900.0
1.8623837,900.0
1.9455037,900.0
2.0286236,900.0
2.1117437,900.0
2.208097,900.0
2.3044503,900.0
2.4140368,900.0
2.5236235,900.0
2.63321,900.0
2.7208793,900.0
2.8085485,900.0
2.8962178,900.0
2.9893663,900.0
3.082515,900.0
3.1756635,900.0
3.2688122,900.0
3.3783987,900.0
3.4879851,900.0
3.5701752,900.0
3.6523652,900.0
3.734555,900.0
3.816745,900.0
3.9263315,900.0
4.035918,900.0
4.1235876,900.0
4.2112565,900.0
4.298926,900.0
4.3865952,900.0
4.4742646,900.0
4.5619335,900.0
4.649603,900.0
4.7372723,900.0
4.8249416,900.0
4.9126105,900.0
5.006812,900.0
5.1010137,900.0
5.195215,900.0
5.289417,900.0
5.3836184,900.0
5.47782,900.0
5.5720215,900.0
5.666223,900.0
5.854626,900.0
6.0430293,900.0
6.2314324,900.0
6.4198356,900.0
6.6224694,900.0
6.8251038,900.0
7.0277376,900.0
7.230372,900.0
7.63564,900.0
8.040909,900.0
8.51789,900.0
8.994872,900.0
9.471854,900.0
9.948835,900.0
10.718093,900.0
11.487351,900.0
12.641238,900.0
13.795124,900.0
14.949011,900.0
16.102898,900.0
17.272001,900.0
18.441105,900.0
20.576216,900.0
22.711327,900.0
24.846437,900.0
26.981548,900.0
29.203476,900.0
31.425404,900.0
33.64733,900.0
36.13533,900.0
38.705452,900.0
41.359562,900.0
44.09952,900.0
46.9272,900.0
49.844463,900.0
51.348824,900.0
52.85318,900.0
