depth,density_bulk
0.15887883,315.3419
0.5509637,375.99512
0.7039831,386.33356
0.85351604,401.45114
0.99682146,405.3661
1.1423556,406.14798
1.290113,405.16757
1.6396521,387.17664
1.772601,376.04132
1.9044564,379.5853
2.2122953,388.48303
2.339237,395.10385
2.4645083,399.0811
2.592037,443.8238
2.8667402,418.65164
3.0894165,419.63412
3.207739,424.3602
3.324753,427.4152
3.440932,430.33405
3.5578465,433.1721
3.6729033,435.9791
3.8052037,443.59717
3.9182642,442.4025
4.031255,445.15253
4.1429443,447.70834
4.2540183,450.14395
4.364777,452.55283
4.5474505,465.45096
4.6567,459.21024
4.765052,461.50925
4.872889,463.66855
4.9804444,465.72202
5.087741,467.69803
5.195518,469.6199
5.301654,471.49835
5.482145,531.7216
5.588139,481.54562
5.6926146,479.26132
5.796601,481.06946
6.1450634,500.21857
6.247306,489.03342
6.350011,490.7134
6.4516783,492.35144
6.6295924,497.34494
6.931996,498.58847
7.057106,515.8043
7.6000724,506.8877
7.7523456,517.58
7.8497105,513.61383
7.9468474,514.97394
8.043924,516.2951
8.140578,517.5839
8.237563,518.862
8.446522,571.24457
8.715972,560.34717
8.820079,560.6386
9.030692,565.61053
9.271821,543.5972
9.8693695,537.0473
9.966966,579.52356
10.1616745,549.81995
10.346186,544.8469
10.438204,546.36145
10.529557,547.3478
10.621636,548.32336
10.713757,549.2943
10.804751,550.2548
10.909317,555.5576
10.999854,552.3347
11.090582,553.28046
11.180829,554.20795
11.271252,555.12286
11.361174,556.0323
11.5109825,566.3706
11.600551,558.47943
11.689944,559.3703
11.779228,560.245
11.868464,561.1064
11.957693,561.95715
12.136262,563.2176
12.309306,611.9037
16.91497,600.5641
20.1742,612.58405
23.17702,900.0
26.236639,900.0
27.820274,900.0
29.76085,900.0
30.88067,900.0
34.29956,900.0
37.71845,900.0
40.520206,900.0
43.69967,900.0
47.57785,900.0
51.456036,900.0
57.27299,900.0
60.490696,900.0
63.928368,900.0
67.59634,900.0
71.505035,900.0
75.6647,900.0
