depth,T_ice
0.20932862,-0.25878906
0.36308098,-2.0312195
0.506929,-1.6374207
0.6464808,-0.7522888
0.77808374,0.0
0.90689844,0.0
1.2664278,0.0
1.4221034,-1.2661133
1.555374,-1.9516296
1.6787168,-2.5711975
1.79968,-3.1400146
1.9197736,-3.6721497
2.0415244,-4.1703796
2.1585276,-4.633026
2.3387752,-5.162964
2.5315065,-5.7018433
2.6673293,-6.092621
2.8850796,-6.4336853
3.0268474,-6.7171936
3.15873,-6.9301453
3.3001423,-7.1163025
3.4217775,-7.2757263
3.5421424,-7.4117737
3.6608293,-7.5302734
3.7804263,-7.6343994
3.9382422,-7.738159
4.0838113,-7.817627
4.2671614,-7.8779907
4.41498,-7.9255066
4.54979,-7.957733
4.702711,-7.980652
5.227925,-8.012024
5.371995,-7.9907227
5.4930444,-7.977936
5.5976853,-7.963379
5.8731413,-7.934784
6.1713257,-7.880615
6.4783254,-7.8165283
6.74777,-7.761688
7.435231,-7.679901
7.5750384,-7.61557
7.802525,-7.58786
8.06042,-7.555664
8.600736,-7.509308
8.840253,-7.476898
8.960641,-7.464691
9.120728,-7.457611
9.241956,-7.452057
9.549729,-7.443817
9.874692,-7.439026
10.035177,-7.4413147
10.609251,-7.4487915
10.9082775,-7.4742737
11.137743,-7.493988
11.410819,-7.5180664
11.505264,-7.5391235
11.596233,-7.5500793
11.740486,-7.56427
14.33172,-7.7084656
15.456472,-8.002045
16.39281,-8.160217
19.813072,-8.462921
20.529583,-8.661377
21.572662,-8.737274
22.844803,-8.814545
23.909872,-8.878479
24.813147,-8.921173
26.078299,-8.956726
26.964012,-8.9841
28.19824,-9.007294
28.504385,-9.019501
28.657934,-9.022827
28.750551,-9.024506
28.853472,-9.025848
28.966516,-9.027283
33.440533,-9.054871
36.35923,-9.064056
39.277905,-9.06604
43.737434,-9.07489
48.192932,-9.095398
49.317684,-9.116455
52.222378,-9.130249
55.12672,-9.153961
57.835087,-9.180939
60.543453,-9.210236
63.557903,-9.244995
66.79632,-9.287384
70.27362,-9.3376465
74.00476,-9.3967285
78.00465,-9.465515
82.28823,-9.544952
86.87042,-9.635925
89.3183,-9.712372
91.766174,-9.767181
94.37829,-9.825317
96.9904,-9.886871
99.73036,-9.951263
102.558044,-10.019501
105.4753,-10.090881
108.484024,-10.165253
