depth,density_bulk
0.0560473,877.74506
0.115390696,879.40576
0.20218232,900.0
0.26727605,900.0
0.33236974,900.0
0.39746347,900.0
0.4625572,900.0
0.5276509,900.0
0.59274465,900.0
0.65783834,900.0
0.72293204,900.0
0.7880258,900.0
0.8531195,900.0
0.9182132,900.0
0.98330694,900.0
1.0484006,900.0
1.1134944,900.0
1.178588,900.0
1.2436818,900.0
1.3087755,900.0
1.3738692,900.0
1.4389629,900.0
1.5040567,900.0
1.5691503,900.0
1.6342441,900.0
1.6993378,900.0
1.7644316,900.0
1.8295252,900.0
1.894619,900.0
1.9597127,900.0
2.0248065,900.0
2.0899,900.0
2.1549938,900.0
2.2200875,900.0
2.2851813,900.0
2.350275,900.0
2.4153688,900.0
2.4804623,900.0
2.545556,900.0
2.6106498,900.0
2.6757436,900.0
2.7408373,900.0
2.805931,900.0
2.8710248,900.0
2.9361184,900.0
3.0012121,900.0
3.0663059,900.0
3.1313996,900.0
3.1964934,900.0
3.2615871,900.0
3.3266807,900.0
3.3917744,900.0
3.4568682,900.0
3.521962,900.0
3.5870557,900.0
3.6521494,900.0
3.717243,900.0
3.8474305,900.0
3.977618,900.0
4.1078053,900.0
4.237993,900.0
4.3681803,900.0
4.5417633,900.0
4.715347,900.0
4.88893,900.0
5.0625134,900.0
5.40968,900.0
5.7568464,900.0
6.1040125,900.0
6.451179,900.0
6.7983456,900.0
7.145512,900.0
7.839845,900.0
8.534178,900.0
9.228511,900.0
9.922844,900.0
10.617177,900.0
11.31151,900.0
12.700176,900.0
14.088842,900.0
15.477508,900.0
16.866175,900.0
18.25484,900.0
19.643505,900.0
21.032171,900.0
23.809504,900.0
26.586836,900.0
29.364168,900.0
32.1415,900.0
34.91883,900.0
37.696163,900.0
40.473495,900.0
43.250828,900.0
46.02816,900.0
48.805492,900.0
51.582825,900.0
54.360157,900.0
57.137486,900.0
59.914818,900.0
62.69215,900.0
