depth,T_ice
0.057293713,0.0
0.12929386,0.0
0.21822532,-0.0037841797
0.30715677,-0.120025635
0.39608824,-0.2033081
0.48501968,-0.27920532
0.5739511,-0.34716797
0.66288257,-0.40795898
0.7264051,-0.4550171
0.78992754,-0.4918518
0.85345,-0.52679443
0.91697246,-0.56030273
0.9804949,-0.59277344
1.0440174,-0.6245117
1.1075399,-0.65579224
1.1710624,-0.6867981
1.2424014,-0.7196045
1.3137404,-0.754303
1.3850793,-0.789093
1.4564183,-0.8239746
1.5277573,-0.8589783
1.5990963,-0.89401245
1.6704352,-0.92910767
1.7417742,-0.96414185
1.8238583,-1.0017395
1.9059423,-1.041748
1.9880264,-1.0814819
2.0701103,-1.1208496
2.1521945,-1.15979
2.2379863,-1.1991577
2.323778,-1.2388611
2.4095697,-1.2779541
2.4953616,-1.3164368
2.5811534,-1.3543091
2.6669452,-1.3915405
2.752737,-1.4280701
2.8385286,-1.4639282
2.9281394,-1.4998779
3.01775,-1.5358582
3.1073606,-1.5710449
3.1745687,-1.6011658
3.2417765,-1.6265259
3.3089845,-1.6514282
3.3761923,-1.6759033
3.4658031,-1.7039185
3.5554137,-1.7351379
3.6489403,-1.7662048
3.742467,-1.7970276
3.8359935,-1.8269958
3.9295204,-1.8560791
4.023047,-1.8842468
4.116574,-1.91156
4.2101,-1.9379883
4.303627,-1.9635315
4.4010973,-1.988739
4.4985676,-2.0135193
4.5960383,-2.037384
4.6935086,-2.0603027
4.7909794,-2.0823364
4.8884497,-2.1034546
4.98592,-2.1237183
5.0833907,-2.143097
5.184333,-2.1619263
5.285275,-2.1802063
5.4871593,-2.2062988
5.6890435,-2.237671
5.890928,-2.265747
6.1001163,-2.2911377
6.3093047,-2.3137817
6.5184937,-2.3334045
6.727682,-2.3502502
7.161224,-2.3721619
7.594765,-2.3920593
8.044193,-2.4042358
8.493621,-2.4097595
8.959546,-2.4100037
9.425471,-2.4060974
10.391539,-2.39563
11.170774,-2.3779907
11.95001,-2.3617249
12.907927,-2.3444824
13.865842,-2.3273315
14.955146,-2.3103027
16.04445,-2.2920532
17.133755,-2.2734375
18.223059,-2.2571716
19.533016,-2.2297668
21.592436,-2.1865845
23.651854,-2.1273193
25.960318,-2.0594788
28.26878,-1.9837341
29.932625,-1.9131775
31.596468,-1.8834534
33.315304,-1.8268738
35.14929,-1.7723389
36.98327,-1.7198792
38.937622,-1.6671448
40.891975,-1.6134644
42.97181,-1.5585327
45.05164,-1.5021973
