station,var,ME,RMSE,N
NUK_L,dsr,17.249035220386858,63.073250178673476,5660
NUK_L,dsr_uncor,0.09829033275439726,31.263067483543892,5163
NUK_L,usr,20.72809774088415,46.28664992276617,5568
NUK_L,usr_uncor,12.331307033679213,31.794808379856793,5071
NUK_U,t_u,-0.7396034170493893,1.9206577838104355,4697
NUK_U,rh_u,1.6468724600040674,7.351223678890088,4636
NUK_U,rh_u_uncor,7.287142434119684,11.27559887226922,4636
NUK_U,p_u,-1.2511939562787997,3.2647596756652635,4693
NUK_U,wspd_u,2.502457451195661,3.484913049334489,4606
NUK_U,dlr,-16.95086072784913,29.418172568303586,4118
NUK_U,ulr,-2.0805656758872133,27.428059539363407,4138
NUK_U,t_surf,-0.4528746852416841,5.36136657860387,4057
NUK_U,albedo,0.014537009986832095,0.11009422151047504,2019
NUK_U,dsr,4.755046032422447,63.38535089270366,4696
NUK_U,dsr_uncor,-3.589995172463455,66.63933685758407,4697
NUK_U,usr,5.331199381852755,49.42106424225601,4605
NUK_U,usr_uncor,-7.807751563195019,83.27847927891796,4564
QAS_L,t_u,-0.09970163853449726,0.9238078219587514,5646
QAS_L,rh_u,0.40346990152247997,6.646818000843477,5585
QAS_L,rh_u_uncor,2.5575635273058284,7.769846978878017,5585
QAS_L,p_u,-4.837551944649696,5.574967067826453,5646
QAS_L,wspd_u,3.0370661529166,4.109299453787299,5554
QAS_L,dlr,-16.98419003192625,21.940660558601262,5585
QAS_L,ulr,-1.6960884124151443,5.388704005973665,5554
QAS_L,t_surf,0.09759246915131108,1.3433907169715893,5554
QAS_L,albedo,0.06133284175006633,0.17493048230774438,3290
QAS_L,dsr,1.1823447494095625,34.76053152570125,5606
QAS_L,dsr_uncor,3.2081268368999503,37.53360192135135,5646
QAS_L,usr,11.844874901894574,38.46783516522757,5514
QAS_L,usr_uncor,8.795465803481664,38.62640113660419,5554
QAS_M,t_u,0.002790240693978308,1.8953410245405629,2422
QAS_M,rh_u,-2.7980320437792034,18.485566438885414,2406
QAS_M,rh_u_uncor,-0.588739109448364,13.502511410393,2406
QAS_M,p_u,-4.938039585155278,6.841040542941341,2412
QAS_M,wspd_u,2.191271740251075,3.1283706334887444,2377
QAS_M,dlr,-19.379090813919927,28.645265138045797,2196
QAS_M,ulr,-4.675814982766806,11.957342480486275,2197
QAS_M,t_surf,-0.657726797863347,2.8342742679303,2196
QAS_M,albedo,0.07202955890174201,0.22388882774560986,1171
QAS_M,dsr,16.340046306234694,65.75659992990323,2244
QAS_M,dsr_uncor,6.996823272712282,81.79711946731747,2416
QAS_M,usr,17.367747961538086,52.821663186366635,2244
QAS_M,usr_uncor,8.172194354146418,44.25807956735476,2338
QAS_U,t_u,0.02628269661694401,1.866206039308337,5102
QAS_U,rh_u,0.12295235065521175,19.880520391118758,4941
QAS_U,rh_u_uncor,5.014975908639426,19.545501660717637,4941
QAS_U,p_u,-0.38702921627075365,4.2264174659544835,5097
QAS_U,wspd_u,2.4426942332844916,3.3399846419902435,5010
QAS_U,dlr,-20.08279151801091,32.372735209819645,5024
QAS_U,ulr,-3.191574090346312,10.416109180520724,4992
QAS_U,t_surf,-0.41725642134418617,2.3236051589922617,4991
QAS_U,albedo,0.08170177416071153,0.2111992126252453,2837
QAS_U,dsr,13.694938535170412,78.56084453135377,5083
QAS_U,dsr_uncor,4.992915261324102,79.03745583373166,5084
QAS_U,usr,16.777854275590016,66.24102939217464,4991
QAS_U,usr_uncor,10.096444629635696,64.99493878682827,4993
SWC,t_u,0.11435317237680045,0.678810562181211,921
SWC,rh_u,-7.485208998126134,14.552037766151491,921
SWC,rh_u_uncor,2.184957017074734,8.913724787540154,921
SWC,p_u,0.5418595216434248,13.913738164479891,921
SWC,wspd_u,1.0605791044289017,1.7208086544845493,922
SWC,dlr,-3.3596218584853847,20.07689609082765,921
SWC,ulr,-2.667366870885926,4.460590880316455,921
SWC,t_surf,-0.5624468267815639,1.0652598530424298,921
SWC,albedo,-0.05891290651929789,0.0819812157857999,406
SWC,dsr,-5.784902517746529,33.89617285842288,921
SWC,dsr_uncor,-12.279597523175411,37.2084612721911,921
SWC,usr,-9.328731796374617,31.95004116970236,921
SWC,usr_uncor,-14.722834510815442,34.12380737195775,921
THU_U,t_u,1.243617462841397,1.7465819309654467,3846
THU_U,rh_u,-4.312828017649319,10.744908659690806,3815
THU_U,rh_u_uncor,5.304692637658675,9.826340748452973,3815
THU_U,p_u,25.112384170469813,25.561480487654695,3814
THU_U,wspd_u,1.8669944003447851,2.5930652149949487,3846
THU_U,dlr,-15.063961755821786,26.775657100382947,3819
THU_U,ulr,1.843018774669707,7.3809508602972995,3820
THU_U,t_surf,0.7591990500688428,1.7732546423268256,3818
THU_U,albedo,-0.04856382845073993,0.11497888912238716,1657
THU_U,dsr,-1.8838167511106172,25.173524445926883,3818
THU_U,dsr_uncor,-4.5909759821496685,51.521869807961146,3824
THU_U,usr,-4.142578193226565,23.64352931464608,3818
THU_U,usr_uncor,-5.234102416772757,41.18399201530869,3824
ZAK_L,t_u,6.526795003827496,9.032842327464431,775
ZAK_L,rh_u,21.81089158716608,26.278649106455674,775
ZAK_L,rh_u_uncor,27.00226332910156,30.14414173392327,775
ZAK_L,p_u,79.59882324495968,79.73873495450879,775
ZAK_L,wspd_u,4.183464547811447,5.392282769513591,775
ZAK_L,dlr,-13.452546511592743,40.28955104423006,775
ZAK_L,ulr,37.202928609438004,52.379411347032814,775
ZAK_L,t_surf,10.856266381253151,12.89743638356712,775
ZAK_L,albedo,,,0
ZAK_L,dsr,13.023779641344392,41.70379363637416,37
ZAK_L,dsr_uncor,78.42591547499791,120.2864985873298,775
ZAK_L,usr,,,0
ZAK_L,usr_uncor,,,0
ZAK_U,t_u,-1.097756606225881,2.069529520484247,993
ZAK_U,rh_u,62.40751663882898,63.68493112989397,993
ZAK_U,rh_u_uncor,62.86008441324993,64.0934729028203,993
ZAK_U,p_u,,,0
ZAK_U,wspd_u,-60.16081282456734,64.13669516238537,355
ZAK_U,dlr,-82.46913788992431,86.75387291065584,993
ZAK_U,ulr,-24.5957691422231,28.06199951589985,993
ZAK_U,t_surf,-4.048506106149418,5.509364362099556,993
ZAK_U,albedo,,,0
ZAK_U,dsr,,,0
ZAK_U,dsr_uncor,103.99643940163993,160.5712846117522,993
ZAK_U,usr,61.288902455747476,96.05854549316737,993
ZAK_U,usr_uncor,61.172008800158366,96.03618173343719,993
