station,var,ME,RMSE,N
CEN1,t_u,0.8397524073052778,2.385211388960203,1481
CEN1,rh_u,-7.223219434676166,11.807723771004891,1483
CEN1,rh_u_uncor,10.98181697800084,12.670873349176768,1483
CEN1,p_u,-0.13932164614899004,10.969452476118557,1485
CEN1,wspd_u,1.4705544280041267,2.8693900859575567,1485
CEN1,dlr,-22.771510261274976,32.920820713920655,1481
CEN1,ulr,-1.8783951663947758,7.466239500177829,1481
CEN1,t_surf,-0.25840591053367057,2.1518318716669684,1481
CEN1,albedo,0.0350378809108663,0.08117898818613672,536
CEN1,dsr,-9.165519537198577,32.54960938840938,1481
CEN1,dsr_uncor,-3.7389778761587387,35.81627084340161,1481
CEN1,usr,-3.681789373636263,29.67670330475636,1481
CEN1,usr_uncor,-6.482813357755194,29.27089123918177,1482
JAR,t_u,0.10790253245794948,0.827573203202089,268
JAR,rh_u,-2.7660075114235956,4.678608519587846,268
JAR,rh_u_uncor,3.1201835333525243,6.494547695007296,268
JAR,p_u,1.0281204556802168,1.324659287866036,266
JAR,wspd_u,0.8521473569974971,1.4054357752550402,268
JAR,dlr,-9.607608888267405,18.828218056305868,268
JAR,ulr,-2.0176592608551482,4.467901713205342,268
JAR,t_surf,-0.2175904920777278,1.010595050148241,268
JAR,albedo,0.08816298458767632,0.17867425060381237,137
JAR,dsr,-17.02436124318241,41.19799763244411,268
JAR,dsr_uncor,-12.92702504915256,38.81471907908569,268
JAR,usr,0.11634726054774389,37.26662288991753,268
JAR,usr_uncor,-3.0076299782582256,35.83831764306226,268
KAN_L,t_u,-0.898804503530452,1.5006109985357254,5386
KAN_L,rh_u,2.4578326613666377,9.970283970604145,5325
KAN_L,rh_u_uncor,8.409920492352553,14.139787871665693,5325
KAN_L,p_u,0.06188986097492348,2.0102387768503682,5386
KAN_L,wspd_u,2.653708535450776,2.923330434435536,5294
KAN_L,dlr,-18.84743388103589,24.928798347013252,5325
KAN_L,ulr,-5.185505266773669,7.5799179241792585,5294
KAN_L,t_surf,-1.0110811630110677,1.9275623865532039,5294
KAN_L,albedo,0.01766640835524199,0.1229907480209483,2811
KAN_L,dsr,1.8022471175190136,30.330891901411018,5386
KAN_L,dsr_uncor,-6.772990758455736,30.352691036502495,5386
KAN_L,usr,5.848159754013341,29.2778231958677,5294
KAN_L,usr_uncor,2.8902614162725024,27.23081184818542,5294
KPC_L,t_u,0.1669566712818167,1.5280219977774145,4515
KPC_L,rh_u,4.917200332496345,10.756432271333946,4454
KPC_L,rh_u_uncor,14.519482236402947,18.246157828453814,4454
KPC_L,p_u,-5.4601356838065715,5.712562464984032,4038
KPC_L,wspd_u,1.378210226161478,2.0389524687902556,4428
KPC_L,dlr,-7.670771690335778,21.154963422335864,4456
KPC_L,ulr,0.03961022603283925,6.549876120812421,4425
KPC_L,t_surf,0.25959008395540917,1.7646401996782781,4425
KPC_L,albedo,0.09654877940009032,0.15570818404438247,1519
KPC_L,dsr,-1.5561341962787438,26.784116024874834,4514
KPC_L,dsr_uncor,-13.32413207750271,52.94808746009334,4516
KPC_L,usr,9.818139278056291,28.299637358967313,4422
KPC_L,usr_uncor,5.366149081935574,20.45020005019284,4425
KPC_U,t_u,0.0027626833939433807,1.4525726843366225,5427
KPC_U,rh_u,4.5650565082608345,9.4694688910833,5366
KPC_U,rh_u_uncor,17.625518342029007,20.69337393189563,5366
KPC_U,p_u,0.23549829346333037,1.6769503688707657,5426
KPC_U,wspd_u,0.6002009625496546,1.245176647752004,5335
KPC_U,dlr,-16.345869804547824,23.998004475220036,5366
KPC_U,ulr,-3.7819506821842785,7.079169709812057,5335
KPC_U,t_surf,-0.7603670816225948,1.781750318662084,5335
KPC_U,albedo,-0.002282932740811255,0.08609774618705089,1633
KPC_U,dsr,-1.4712656309110816,23.36037248950945,5018
KPC_U,dsr_uncor,2.684373819887674,29.342331346636563,5266
KPC_U,usr,-1.6390187145023087,18.84637687487672,5335
KPC_U,usr_uncor,-1.7705466620187096,17.668870928824926,5335
KPC_Uv3,t_u,-0.4216506591668649,1.560736085501029,238
KPC_Uv3,rh_u,-2.8653010716542475,6.1069244082368455,238
KPC_Uv3,rh_u_uncor,8.460561533387768,11.225133947751843,238
KPC_Uv3,p_u,-0.6097695680779938,1.048862995985581,236
KPC_Uv3,wspd_u,5.438201097018779,5.921555157748002,238
KPC_Uv3,dlr,-10.760208882923287,20.560191735201677,238
KPC_Uv3,ulr,-3.8144596737132352,7.269576908490993,238
KPC_Uv3,t_surf,-0.7521121330838244,1.8099527969751459,238
KPC_Uv3,albedo,-0.002238920070814052,0.038418389711588445,92
KPC_Uv3,dsr,-6.63245509001453,27.908540888128638,238
KPC_Uv3,dsr_uncor,-6.224515594216212,28.51182476023098,238
KPC_Uv3,usr,-5.413351796328029,24.77861939855514,238
KPC_Uv3,usr_uncor,-5.74371986355492,24.75671742638117,238
MIT,t_u,0.3929224032176363,1.3565395745443207,4771
MIT,rh_u,-0.6754783511928428,10.879432322223714,4711
MIT,rh_u_uncor,2.1963923981172826,10.381487946016678,4711
MIT,p_u,4.168394072032135,4.709138763122878,4768
MIT,wspd_u,4.026375907622933,5.398908109256176,4138
MIT,dlr,-21.023063295841766,31.483398119512593,3834
MIT,ulr,5.0188366480619,23.29942721014683,3900
MIT,t_surf,1.7248218523264747,6.590209070303244,3803
MIT,albedo,-0.041332684570557006,0.22775820209667916,1960
MIT,dsr,6.947099064799675,57.26425416940231,3895
MIT,dsr_uncor,4.08088128377019,47.98756915434027,4771
MIT,usr,-0.5014465210591502,50.35019706200968,3804
MIT,usr_uncor,-0.9098338773266235,48.526580898546946,4680
NUK_L,t_u,-0.7178535775857912,1.4762517362564953,5163
NUK_L,rh_u,5.03415095033304,8.713851427082862,4522
NUK_L,rh_u_uncor,8.31926605426935,12.113807153206333,4522
NUK_L,p_u,-6.107020088199053,6.88426407159915,5161
NUK_L,wspd_u,3.7018069389917416,4.31930874730794,5071
NUK_L,dlr,-18.01810916379348,24.827304664676504,5102
NUK_L,ulr,-2.9608811707387663,6.383807365811321,5058
NUK_L,t_surf,-0.24244291419424807,1.5974087489455902,5058
NUK_L,albedo,0.07067063371707889,0.16582150669277598,2790
