time;melt_mmweq;acc_subl_mmweq;Tsurf_K
06-Jan-1998 06:00:00;0.11052;-0.02641;273.15
06-Jan-1998 07:00:00;0.212185;-0.027540000000000002;273.15
06-Jan-1998 08:00:00;0.31385;-0.02867;273.15
06-Jan-1998 09:00:00;0.44409;-0.04183;273.15
06-Jan-1998 10:00:00;0.57433;-0.05499;273.15
06-Jan-1998 11:00:00;0.882475;-0.060774999999999996;273.15
06-Jan-1998 12:00:00;1.19062;-0.06656;273.15
06-Jan-1998 13:00:00;1.38249;-0.06054999999999999;273.15
06-Jan-1998 14:00:00;1.57436;-0.05454;273.15
06-Jan-1998 15:00:00;1.62771;-0.045454999999999995;273.15
06-Jan-1998 16:00:00;1.68106;-0.03637;273.15
06-Jan-1998 17:00:00;1.4055;-0.038025;273.15
06-Jan-1998 18:00:00;1.12994;-0.03968;273.15
06-Jan-1998 19:00:00;0.6503399999999999;-0.051280000000000006;273.0206
06-Jan-1998 20:00:00;0.17074;-0.06288;272.89119999999997
06-Jan-1998 21:00:00;0.08537;-0.066825;272.77725
06-Jan-1998 22:00:00;0.0;-0.07077;272.6633
06-Jan-1998 23:00:00;0.0;-0.06148;272.31825
07-Jan-1998 00:00:00;0.0;-0.05219;271.97319999999996
07-Jan-1998 01:00:00;0.0;-0.0401;271.87199999999996
07-Jan-1998 02:00:00;0.0;-0.02801;271.77079999999995
07-Jan-1998 03:00:00;0.0;-0.026385;271.7188
07-Jan-1998 04:00:00;0.0;-0.02476;271.66679999999997
07-Jan-1998 05:00:00;0.0;-0.028804999999999997;271.57869999999997
07-Jan-1998 06:00:00;0.0;-0.03285;271.4906
07-Jan-1998 07:00:00;0.0;-0.04104;271.73269999999997
07-Jan-1998 08:00:00;0.0;-0.04923;271.97479999999996
07-Jan-1998 09:00:00;0.0;-0.06024;272.25849999999997
07-Jan-1998 10:00:00;0.0;-0.07125;272.5422
07-Jan-1998 11:00:00;0.0;-0.081685;272.70894999999996
07-Jan-1998 12:00:00;0.0;-0.09212;272.8757
07-Jan-1998 13:00:00;0.1887;-0.09068;273.01284999999996
07-Jan-1998 14:00:00;0.3774;-0.08924;273.15
07-Jan-1998 15:00:00;0.79715;-0.07651;273.15
07-Jan-1998 16:00:00;1.2169;-0.06378;273.15
07-Jan-1998 17:00:00;1.336;-0.049965;273.15
07-Jan-1998 18:00:00;1.4551;-0.03615;273.15
07-Jan-1998 19:00:00;1.16383;-0.030865;273.15
07-Jan-1998 20:00:00;0.87256;-0.02558;273.15
07-Jan-1998 21:00:00;0.486265;-0.032100000000000004;273.06579999999997
07-Jan-1998 22:00:00;0.09997;-0.03862;272.98159999999996
07-Jan-1998 23:00:00;0.049985;-0.044025;272.66159999999996
08-Jan-1998 00:00:00;0.0;-0.04943;272.34159999999997
08-Jan-1998 01:00:00;0.0;-0.047245;271.93805
08-Jan-1998 02:00:00;0.0;-0.04506;271.5345
08-Jan-1998 03:00:00;0.0;-0.044005;271.37194999999997
08-Jan-1998 04:00:00;0.0;-0.04295;271.20939999999996
08-Jan-1998 05:00:00;0.0;-0.044195;271.00045
08-Jan-1998 06:00:00;0.0;-0.04544;270.7915
08-Jan-1998 07:00:00;0.0;-0.050355;270.94874999999996
08-Jan-1998 08:00:00;0.0;-0.05527;271.106
08-Jan-1998 09:00:00;0.0;-0.066195;271.25809999999996
08-Jan-1998 10:00:00;0.0;-0.07712;271.4102
08-Jan-1998 11:00:00;0.0;-0.08502;271.79935
08-Jan-1998 12:00:00;0.0;-0.09292;272.1885
08-Jan-1998 13:00:00;0.0;-0.105865;272.53799999999995
08-Jan-1998 14:00:00;0.0;-0.11881;272.8875
08-Jan-1998 15:00:00;0.0;-0.13298500000000002;272.77225
08-Jan-1998 16:00:00;0.0;-0.14716;272.657
08-Jan-1998 17:00:00;0.0;-0.141985;272.42679999999996
08-Jan-1998 18:00:00;0.0;-0.13681;272.1966
08-Jan-1998 19:00:00;0.0;-0.11807999999999999;272.0881
08-Jan-1998 20:00:00;0.0;-0.09935;271.9796
08-Jan-1998 21:00:00;0.0;-0.080295;271.88095
08-Jan-1998 22:00:00;0.0;-0.06124;271.78229999999996
08-Jan-1998 23:00:00;0.0;-0.042835;271.709
09-Jan-1998 00:00:00;0.0;-0.02443;271.6357
09-Jan-1998 01:00:00;0.0;-0.02187;271.37964999999997
09-Jan-1998 02:00:00;0.0;-0.01931;271.12359999999995
09-Jan-1998 03:00:00;0.0;-0.025095;271.07435
09-Jan-1998 04:00:00;0.0;-0.03088;271.02509999999995
09-Jan-1998 05:00:00;0.0;-0.033655;271.02979999999997
09-Jan-1998 06:00:00;0.0;-0.03643;271.0345
09-Jan-1998 07:00:00;0.0;-0.043914999999999996;270.9443
09-Jan-1998 08:00:00;0.0;-0.0514;270.85409999999996
09-Jan-1998 09:00:00;0.0;-0.05413;271.03254999999996
09-Jan-1998 10:00:00;0.0;-0.05686;271.21099999999996
09-Jan-1998 11:00:00;0.0;-0.058675000000000005;271.21479999999997
09-Jan-1998 12:00:00;0.0;-0.06049;271.2186
09-Jan-1998 13:00:00;0.0;-0.06377;271.6248
09-Jan-1998 14:00:00;0.0;-0.06705;272.03099999999995
09-Jan-1998 15:00:00;0.0;-0.083785;271.69325
09-Jan-1998 16:00:00;0.0;-0.10052;271.35549999999995
09-Jan-1998 17:00:00;0.0;-0.106505;271.23954999999995
09-Jan-1998 18:00:00;0.0;-0.11249;271.12359999999995
09-Jan-1998 19:00:00;0.0;-0.10088;270.9179
09-Jan-1998 20:00:00;0.0;-0.08927;270.7122
09-Jan-1998 21:00:00;0.0;-0.08137;270.74089999999995
09-Jan-1998 22:00:00;0.0;-0.07347;270.76959999999997
09-Jan-1998 23:00:00;0.0;-0.07028999999999999;270.68224999999995
10-Jan-1998 00:00:00;0.0;-0.06711;270.5949
10-Jan-1998 01:00:00;0.0;-0.06629;270.43635
10-Jan-1998 02:00:00;0.0;-0.06547;270.27779999999996
10-Jan-1998 03:00:00;0.0;-0.06605;270.21849999999995
10-Jan-1998 04:00:00;0.0;-0.06663;270.1592
10-Jan-1998 05:00:00;0.0;-0.071405;270.08959999999996
10-Jan-1998 06:00:00;0.0;-0.07618;270.02
10-Jan-1998 07:00:00;0.0;-0.08002999999999999;270.0331
10-Jan-1998 08:00:00;0.0;-0.08388;270.0462
10-Jan-1998 09:00:00;0.0;-0.085495;270.24545
10-Jan-1998 10:00:00;0.0;-0.08711;270.44469999999995
10-Jan-1998 11:00:00;0.0;-0.09689500000000001;270.61005
10-Jan-1998 12:00:00;0.0;-0.10668;270.7754
10-Jan-1998 13:00:00;0.0;-0.11166;271.0114
10-Jan-1998 14:00:00;0.0;-0.11664;271.24739999999997
10-Jan-1998 15:00:00;0.0;-0.11757999999999999;271.08855
10-Jan-1998 16:00:00;0.0;-0.11852;270.92969999999997
10-Jan-1998 17:00:00;0.0;-0.10876;270.91695
10-Jan-1998 18:00:00;0.0;-0.099;270.9042
10-Jan-1998 19:00:00;0.0;-0.075185;270.85384999999997
10-Jan-1998 20:00:00;0.0;-0.05137;270.8035
10-Jan-1998 21:00:00;0.0;-0.03518;270.72389999999996
10-Jan-1998 22:00:00;0.0;-0.01899;270.6443
10-Jan-1998 23:00:00;0.0;-0.017435;270.46689999999995
11-Jan-1998 00:00:00;0.0;-0.01588;270.2895
11-Jan-1998 01:00:00;0.0;-0.018584999999999997;270.13975
11-Jan-1998 02:00:00;0.0;-0.02129;269.98999999999995
11-Jan-1998 03:00:00;0.0;-0.019805;269.9588
11-Jan-1998 04:00:00;0.0;-0.01832;269.9276
11-Jan-1998 05:00:00;0.0;-0.024005;269.75469999999996
11-Jan-1998 06:00:00;0.0;-0.02969;269.5818
11-Jan-1998 07:00:00;0.0;-0.040404999999999996;269.82075
11-Jan-1998 08:00:00;0.0;-0.05112;270.05969999999996
11-Jan-1998 09:00:00;0.0;-0.060925;270.2808
11-Jan-1998 10:00:00;0.0;-0.07073;270.5019
11-Jan-1998 11:00:00;0.0;-0.079735;270.72069999999997
11-Jan-1998 12:00:00;0.0;-0.08874;270.93949999999995
11-Jan-1998 13:00:00;0.0;-0.09800500000000001;271.07939999999996
11-Jan-1998 14:00:00;0.0;-0.10727;271.2193
11-Jan-1998 15:00:00;0.0;-0.11481;271.2913
11-Jan-1998 16:00:00;0.0;-0.12235;271.3633
11-Jan-1998 17:00:00;0.0;-0.11119;271.28754999999995
11-Jan-1998 18:00:00;0.0;-0.10003;271.2118
11-Jan-1998 19:00:00;0.0;-0.0735;270.50435
11-Jan-1998 20:00:00;0.0;-0.04697;269.7969
